evaluator,generator,dataset,distance,performance
qwen-3.0-80b,gpt-4o,wikisum,41,0.0
deepseek-3.1,gpt-4o,wikisum,24,0.1324786324786324
kimi-k2,gpt-4o,wikisum,20,0.1452991452991453
gpt-4o-mini,gpt-4.1,wikisum,105,0.3774193548387097
gpt-4.1-mini,gpt-4.1,wikisum,33,0.0
gpt-4o,gpt-4.1,wikisum,-29,0.0042735042735042
haiku-3.5,gpt-4.1,wikisum,91,0.0808823529411764
sonnet-4.5,gpt-4.1,wikisum,-34,0.3602941176470588
opus-4.1,gpt-4.1,wikisum,-32,0.3823529411764705
gemini-2.0-flash-lite,gpt-4.1,wikisum,55,0.1677419354838709
gemini-2.0-flash,gpt-4.1,wikisum,49,0.3970588235294117
ll-3.1-8b,gpt-4.1,wikisum,178,0.5256410256410257
ll-3.1-70b,gpt-4.1,wikisum,126,0.0854700854700854
ll-3.1-405b,gpt-4.1,wikisum,78,0.0427350427350427
qwen-2.5-72b,gpt-4.1,wikisum,123,0.5170940170940171
qwen-3.0-80b,gpt-4.1,wikisum,12,0.0
deepseek-3.1,gpt-4.1,wikisum,-5,0.0555555555555555
kimi-k2,gpt-4.1,wikisum,-9,0.094017094017094
gpt-4o-mini,haiku-3.5,wikisum,14,0.1870967741935484
gpt-4.1-mini,haiku-3.5,wikisum,-58,0.0042735042735042
gpt-4o,haiku-3.5,wikisum,-120,0.0
gpt-4.1,haiku-3.5,wikisum,-91,0.4310344827586206
sonnet-4.5,haiku-3.5,wikisum,-125,0.5073529411764706
opus-4.1,haiku-3.5,wikisum,-123,0.7720588235294118
gemini-2.0-flash-lite,haiku-3.5,wikisum,-36,0.2352941176470588
gemini-2.0-flash,haiku-3.5,wikisum,-42,0.4338235294117647
ll-3.1-8b,haiku-3.5,wikisum,87,0.8162393162393162
ll-3.1-70b,haiku-3.5,wikisum,35,0.6367521367521367
ll-3.1-405b,haiku-3.5,wikisum,-13,0.2905982905982906
qwen-2.5-72b,haiku-3.5,wikisum,32,0.7094017094017094
qwen-3.0-80b,haiku-3.5,wikisum,-79,0.0
deepseek-3.1,haiku-3.5,wikisum,-96,0.1581196581196581
kimi-k2,haiku-3.5,wikisum,-100,0.2008547008547008
gpt-4o-mini,sonnet-4.5,wikisum,139,0.3516129032258064
gpt-4.1-mini,sonnet-4.5,wikisum,67,0.0
gpt-4o,sonnet-4.5,wikisum,5,0.0
gpt-4.1,sonnet-4.5,wikisum,34,0.0172413793103448
haiku-3.5,sonnet-4.5,wikisum,125,0.2058823529411764
opus-4.1,sonnet-4.5,wikisum,2,0.1838235294117647
gemini-2.0-flash-lite,sonnet-4.5,wikisum,89,0.0808823529411764
gemini-2.0-flash,sonnet-4.5,wikisum,83,0.379746835443038
ll-3.1-8b,sonnet-4.5,wikisum,212,0.6410256410256411
ll-3.1-70b,sonnet-4.5,wikisum,160,0.0512820512820512
ll-3.1-405b,sonnet-4.5,wikisum,112,0.0128205128205128
qwen-2.5-72b,sonnet-4.5,wikisum,157,0.405982905982906
qwen-3.0-80b,sonnet-4.5,wikisum,46,0.0
deepseek-3.1,sonnet-4.5,wikisum,29,0.0384615384615384
kimi-k2,sonnet-4.5,wikisum,25,0.1068376068376068
gpt-4o-mini,opus-4.1,wikisum,137,0.2193548387096774
gpt-4.1-mini,opus-4.1,wikisum,65,0.0
gpt-4o,opus-4.1,wikisum,3,0.0
gpt-4.1,opus-4.1,wikisum,32,0.0
haiku-3.5,opus-4.1,wikisum,123,0.1617647058823529
sonnet-4.5,opus-4.1,wikisum,-2,0.4044117647058823
gemini-2.0-flash-lite,opus-4.1,wikisum,87,0.0955882352941176
gemini-2.0-flash,opus-4.1,wikisum,81,0.4264705882352941
ll-3.1-8b,opus-4.1,wikisum,210,0.6538461538461539
ll-3.1-70b,opus-4.1,wikisum,158,0.0384615384615384
ll-3.1-405b,opus-4.1,wikisum,110,0.0
qwen-2.5-72b,opus-4.1,wikisum,155,0.4401709401709401
qwen-3.0-80b,opus-4.1,wikisum,44,0.0
deepseek-3.1,opus-4.1,wikisum,27,0.0256410256410256
kimi-k2,opus-4.1,wikisum,23,0.0811965811965812
gpt-4o-mini,gemini-2.0-flash-lite,wikisum,50,0.4838709677419355
gpt-4.1-mini,gemini-2.0-flash-lite,wikisum,-22,0.0
gpt-4o,gemini-2.0-flash-lite,wikisum,-84,0.0
gpt-4.1,gemini-2.0-flash-lite,wikisum,-55,0.3505747126436782
haiku-3.5,gemini-2.0-flash-lite,wikisum,36,0.1102941176470588
sonnet-4.5,gemini-2.0-flash-lite,wikisum,-89,0.5955882352941176
opus-4.1,gemini-2.0-flash-lite,wikisum,-87,0.5735294117647058
gemini-2.0-flash,gemini-2.0-flash-lite,wikisum,-6,0.4007352941176471
ll-3.1-8b,gemini-2.0-flash-lite,wikisum,123,0.7991452991452992
ll-3.1-70b,gemini-2.0-flash-lite,wikisum,71,0.3162393162393162
ll-3.1-405b,gemini-2.0-flash-lite,wikisum,23,0.2183908045977011
qwen-2.5-72b,gemini-2.0-flash-lite,wikisum,68,0.5085470085470085
qwen-3.0-80b,gemini-2.0-flash-lite,wikisum,-43,0.0
deepseek-3.1,gemini-2.0-flash-lite,wikisum,-60,0.1091954022988505
kimi-k2,gemini-2.0-flash-lite,wikisum,-64,0.3162393162393162
gpt-4o-mini,gemini-2.0-flash,wikisum,56,0.5225806451612903
gpt-4.1-mini,gemini-2.0-flash,wikisum,-16,0.0
gpt-4o,gemini-2.0-flash,wikisum,-78,0.0
gpt-4.1,gemini-2.0-flash,wikisum,-49,0.2701149425287356
haiku-3.5,gemini-2.0-flash,wikisum,42,0.0661764705882353
sonnet-4.5,gemini-2.0-flash,wikisum,-83,0.4926470588235294
opus-4.1,gemini-2.0-flash,wikisum,-81,0.3897058823529412
gemini-2.0-flash-lite,gemini-2.0-flash,wikisum,6,0.2426470588235294
ll-3.1-8b,gemini-2.0-flash,wikisum,129,0.7136752136752137
ll-3.1-70b,gemini-2.0-flash,wikisum,77,0.3247863247863248
ll-3.1-405b,gemini-2.0-flash,wikisum,29,0.132183908045977
qwen-2.5-72b,gemini-2.0-flash,wikisum,74,0.5170940170940171
qwen-3.0-80b,gemini-2.0-flash,wikisum,-37,0.0
deepseek-3.1,gemini-2.0-flash,wikisum,-54,0.057471264367816
kimi-k2,gemini-2.0-flash,wikisum,-58,0.2222222222222222
gpt-4o-mini,ll-3.1-8b,wikisum,-73,0.8483870967741935
gpt-4.1-mini,ll-3.1-8b,wikisum,-145,0.2346938775510204
gpt-4o,ll-3.1-8b,wikisum,-207,0.0402298850574712
gpt-4.1,ll-3.1-8b,wikisum,-178,0.7586206896551724
haiku-3.5,ll-3.1-8b,wikisum,-87,0.4044117647058823
sonnet-4.5,ll-3.1-8b,wikisum,-212,0.9183569979716024
opus-4.1,ll-3.1-8b,wikisum,-210,0.9850405679513184
gemini-2.0-flash-lite,ll-3.1-8b,wikisum,-123,0.3419117647058823
gemini-2.0-flash,ll-3.1-8b,wikisum,-129,0.5367647058823529
ll-3.1-70b,ll-3.1-8b,wikisum,-52,0.452991452991453
ll-3.1-405b,ll-3.1-8b,wikisum,-100,0.5402298850574713
qwen-2.5-72b,ll-3.1-8b,wikisum,-55,0.7991452991452992
qwen-3.0-80b,ll-3.1-8b,wikisum,-166,0.3034188034188034
deepseek-3.1,ll-3.1-8b,wikisum,-183,0.5459770114942529
kimi-k2,ll-3.1-8b,wikisum,-187,0.5598290598290598
gpt-4o-mini,ll-3.1-70b,wikisum,-21,0.7451612903225806
gpt-4.1-mini,ll-3.1-70b,wikisum,-93,0.0367647058823529
gpt-4o,ll-3.1-70b,wikisum,-155,0.0057471264367816
gpt-4.1,ll-3.1-70b,wikisum,-126,0.425287356321839
haiku-3.5,ll-3.1-70b,wikisum,-35,0.1397058823529411
sonnet-4.5,ll-3.1-70b,wikisum,-160,0.6397058823529411
opus-4.1,ll-3.1-70b,wikisum,-158,0.7205882352941176
gemini-2.0-flash-lite,ll-3.1-70b,wikisum,-71,0.1691176470588235
gemini-2.0-flash,ll-3.1-70b,wikisum,-77,0.4632352941176471
ll-3.1-8b,ll-3.1-70b,wikisum,52,0.7264957264957265
ll-3.1-405b,ll-3.1-70b,wikisum,-48,0.2413793103448276
qwen-2.5-72b,ll-3.1-70b,wikisum,-3,0.5689655172413793
qwen-3.0-80b,ll-3.1-70b,wikisum,-114,0.0299145299145299
deepseek-3.1,ll-3.1-70b,wikisum,-131,0.1379310344827586
kimi-k2,ll-3.1-70b,wikisum,-135,0.2264957264957265
gpt-4o-mini,ll-3.1-405b,wikisum,27,0.6806451612903226
gpt-4.1-mini,ll-3.1-405b,wikisum,-45,0.0
gpt-4o,ll-3.1-405b,wikisum,-107,0.0
gpt-4.1,ll-3.1-405b,wikisum,-78,0.5
haiku-3.5,ll-3.1-405b,wikisum,13,0.1102941176470588
sonnet-4.5,ll-3.1-405b,wikisum,-112,0.5882352941176471
opus-4.1,ll-3.1-405b,wikisum,-110,0.7647058823529411
gemini-2.0-flash-lite,ll-3.1-405b,wikisum,-23,0.2610294117647059
gemini-2.0-flash,ll-3.1-405b,wikisum,-29,0.4595588235294117
ll-3.1-8b,ll-3.1-405b,wikisum,100,0.7649572649572649
ll-3.1-70b,ll-3.1-405b,wikisum,48,0.3235294117647059
qwen-2.5-72b,ll-3.1-405b,wikisum,45,0.5517241379310345
qwen-3.0-80b,ll-3.1-405b,wikisum,-66,0.0057471264367816
deepseek-3.1,ll-3.1-405b,wikisum,-83,0.1326530612244898
kimi-k2,ll-3.1-405b,wikisum,-87,0.2068965517241379
gpt-4o-mini,qwen-2.5-72b,wikisum,-18,0.4963235294117647
gpt-4.1-mini,qwen-2.5-72b,wikisum,-90,0.0
gpt-4o,qwen-2.5-72b,wikisum,-152,0.0
gpt-4.1,qwen-2.5-72b,wikisum,-123,0.4489795918367347
haiku-3.5,qwen-2.5-72b,wikisum,-32,0.1176470588235294
sonnet-4.5,qwen-2.5-72b,wikisum,-157,0.5955882352941176
opus-4.1,qwen-2.5-72b,wikisum,-155,0.8602941176470589
gemini-2.0-flash-lite,qwen-2.5-72b,wikisum,-68,0.2867647058823529
gemini-2.0-flash,qwen-2.5-72b,wikisum,-74,0.4411764705882353
ll-3.1-8b,qwen-2.5-72b,wikisum,55,0.7471264367816092
ll-3.1-70b,qwen-2.5-72b,wikisum,3,0.625
ll-3.1-405b,qwen-2.5-72b,wikisum,-45,0.4779411764705882
qwen-3.0-80b,qwen-2.5-72b,wikisum,-111,0.0
deepseek-3.1,qwen-2.5-72b,wikisum,-128,0.1691176470588235
kimi-k2,qwen-2.5-72b,wikisum,-132,0.264367816091954
gpt-4o-mini,qwen-3.0-80b,wikisum,93,0.4779411764705882
gpt-4.1-mini,qwen-3.0-80b,wikisum,21,0.0
gpt-4o,qwen-3.0-80b,wikisum,-41,0.0
gpt-4.1,qwen-3.0-80b,wikisum,-12,0.0
haiku-3.5,qwen-3.0-80b,wikisum,79,0.0808823529411764
sonnet-4.5,qwen-3.0-80b,wikisum,-46,0.4779411764705882
opus-4.1,qwen-3.0-80b,wikisum,-44,0.4705882352941176
gemini-2.0-flash-lite,qwen-3.0-80b,wikisum,43,0.25
gemini-2.0-flash,qwen-3.0-80b,wikisum,37,0.4227941176470588
ll-3.1-8b,qwen-3.0-80b,wikisum,166,0.396551724137931
ll-3.1-70b,qwen-3.0-80b,wikisum,114,0.0955882352941176
ll-3.1-405b,qwen-3.0-80b,wikisum,66,0.0367647058823529
qwen-2.5-72b,qwen-3.0-80b,wikisum,111,0.4191176470588235
deepseek-3.1,qwen-3.0-80b,wikisum,-17,0.0147058823529411
kimi-k2,qwen-3.0-80b,wikisum,-21,0.1224489795918367
gpt-4o-mini,deepseek-3.1,wikisum,110,0.6066176470588235
gpt-4.1-mini,deepseek-3.1,wikisum,38,0.0
gpt-4o,deepseek-3.1,wikisum,-24,0.0
gpt-4.1,deepseek-3.1,wikisum,5,0.1029411764705882
haiku-3.5,deepseek-3.1,wikisum,96,0.1102941176470588
sonnet-4.5,deepseek-3.1,wikisum,-29,0.3970588235294117
opus-4.1,deepseek-3.1,wikisum,-27,0.3676470588235294
gemini-2.0-flash-lite,deepseek-3.1,wikisum,60,0.1544117647058823
gemini-2.0-flash,deepseek-3.1,wikisum,54,0.4669117647058823
ll-3.1-8b,deepseek-3.1,wikisum,183,0.6264367816091954
ll-3.1-70b,deepseek-3.1,wikisum,131,0.3529411764705882
ll-3.1-405b,deepseek-3.1,wikisum,83,0.2058823529411764
qwen-2.5-72b,deepseek-3.1,wikisum,128,0.536764705882353
qwen-3.0-80b,deepseek-3.1,wikisum,17,0.0
kimi-k2,deepseek-3.1,wikisum,-4,0.1617647058823529
gpt-4o-mini,kimi-k2,wikisum,114,0.7794117647058824
gpt-4.1-mini,kimi-k2,wikisum,42,0.0220588235294117
gpt-4o,kimi-k2,wikisum,-20,0.0
gpt-4.1,kimi-k2,wikisum,9,0.0514705882352941
haiku-3.5,kimi-k2,wikisum,100,0.25
sonnet-4.5,kimi-k2,wikisum,-25,0.5588235294117647
opus-4.1,kimi-k2,wikisum,-23,0.6029411764705882
gemini-2.0-flash-lite,kimi-k2,wikisum,64,0.2573529411764705
gemini-2.0-flash,kimi-k2,wikisum,58,0.4154411764705882
ll-3.1-8b,kimi-k2,wikisum,187,0.5661764705882353
ll-3.1-70b,kimi-k2,wikisum,135,0.4852941176470588
ll-3.1-405b,kimi-k2,wikisum,87,0.3602941176470588
qwen-2.5-72b,kimi-k2,wikisum,132,0.5220588235294118
qwen-3.0-80b,kimi-k2,wikisum,21,0.0204081632653061
deepseek-3.1,kimi-k2,wikisum,4,0.1176470588235294
gpt-4.1-mini,gpt-4o-mini,sharegpt,-72,0.035
gpt-4o,gpt-4o-mini,sharegpt,-134,0.055
gpt-4.1,gpt-4o-mini,sharegpt,-105,0.715
haiku-3.5,gpt-4o-mini,sharegpt,-14,0.495
sonnet-4.5,gpt-4o-mini,sharegpt,-139,0.77
opus-4.1,gpt-4o-mini,sharegpt,-137,0.98
gemini-2.0-flash-lite,gpt-4o-mini,sharegpt,-50,0.125
gemini-2.0-flash,gpt-4o-mini,sharegpt,-56,0.465
ll-3.1-8b,gpt-4o-mini,sharegpt,73,0.515
ll-3.1-70b,gpt-4o-mini,sharegpt,21,0.525
ll-3.1-405b,gpt-4o-mini,sharegpt,-27,0.25
qwen-2.5-72b,gpt-4o-mini,sharegpt,18,0.055
qwen-3.0-80b,gpt-4o-mini,sharegpt,-93,0.055
deepseek-3.1,gpt-4o-mini,sharegpt,-110,0.09
kimi-k2,gpt-4o-mini,sharegpt,-114,0.305
gpt-4o-mini,gpt-4.1-mini,sharegpt,72,0.205
gpt-4o,gpt-4.1-mini,sharegpt,-62,0.0353424657534246
gpt-4.1,gpt-4.1-mini,sharegpt,-33,0.405
haiku-3.5,gpt-4.1-mini,sharegpt,58,0.415
sonnet-4.5,gpt-4.1-mini,sharegpt,-67,0.64
opus-4.1,gpt-4.1-mini,sharegpt,-65,0.73
gemini-2.0-flash-lite,gpt-4.1-mini,sharegpt,22,0.07
gemini-2.0-flash,gpt-4.1-mini,sharegpt,16,0.41
ll-3.1-8b,gpt-4.1-mini,sharegpt,145,0.5149999999999999
ll-3.1-70b,gpt-4.1-mini,sharegpt,93,0.545
ll-3.1-405b,gpt-4.1-mini,sharegpt,45,0.2549999999999999
qwen-2.5-72b,gpt-4.1-mini,sharegpt,90,0.075
qwen-3.0-80b,gpt-4.1-mini,sharegpt,-21,0.02
deepseek-3.1,gpt-4.1-mini,sharegpt,-38,0.04
kimi-k2,gpt-4.1-mini,sharegpt,-42,0.235
gpt-4o-mini,gpt-4o,sharegpt,134,0.235
gpt-4.1-mini,gpt-4o,sharegpt,62,0.02
gpt-4.1,gpt-4o,sharegpt,29,0.66
haiku-3.5,gpt-4o,sharegpt,120,0.505
sonnet-4.5,gpt-4o,sharegpt,-5,0.66
opus-4.1,gpt-4o,sharegpt,-3,0.945
gemini-2.0-flash-lite,gpt-4o,sharegpt,84,0.105
gemini-2.0-flash,gpt-4o,sharegpt,78,0.515
ll-3.1-8b,gpt-4o,sharegpt,207,0.515
ll-3.1-70b,gpt-4o,sharegpt,155,0.52
ll-3.1-405b,gpt-4o,sharegpt,107,0.21
qwen-2.5-72b,gpt-4o,sharegpt,152,0.06
qwen-3.0-80b,gpt-4o,sharegpt,41,0.035
deepseek-3.1,gpt-4o,sharegpt,24,0.065
kimi-k2,gpt-4o,sharegpt,20,0.325
gpt-4o-mini,gpt-4.1,sharegpt,105,0.225
gpt-4.1-mini,gpt-4.1,sharegpt,33,0.005
gpt-4o,gpt-4.1,sharegpt,-29,0.0200680272108843
haiku-3.5,gpt-4.1,sharegpt,91,0.435
sonnet-4.5,gpt-4.1,sharegpt,-34,0.7
opus-4.1,gpt-4.1,sharegpt,-32,0.835
gemini-2.0-flash-lite,gpt-4.1,sharegpt,55,0.07
gemini-2.0-flash,gpt-4.1,sharegpt,49,0.37
ll-3.1-8b,gpt-4.1,sharegpt,178,0.53
ll-3.1-70b,gpt-4.1,sharegpt,126,0.56
ll-3.1-405b,gpt-4.1,sharegpt,78,0.31
qwen-2.5-72b,gpt-4.1,sharegpt,123,0.065
qwen-3.0-80b,gpt-4.1,sharegpt,12,0.01
deepseek-3.1,gpt-4.1,sharegpt,-5,0.035
kimi-k2,gpt-4.1,sharegpt,-9,0.265
gpt-4o-mini,haiku-3.5,sharegpt,14,0.41
gpt-4.1-mini,haiku-3.5,sharegpt,-58,0.055
gpt-4o,haiku-3.5,sharegpt,-120,0.0903741496598639
gpt-4.1,haiku-3.5,sharegpt,-91,0.76
sonnet-4.5,haiku-3.5,sharegpt,-125,0.595
opus-4.1,haiku-3.5,sharegpt,-123,0.725
gemini-2.0-flash-lite,haiku-3.5,sharegpt,-36,0.125
gemini-2.0-flash,haiku-3.5,sharegpt,-42,0.505
ll-3.1-8b,haiku-3.5,sharegpt,87,0.525
ll-3.1-70b,haiku-3.5,sharegpt,35,0.705
ll-3.1-405b,haiku-3.5,sharegpt,-13,0.215
qwen-2.5-72b,haiku-3.5,sharegpt,32,0.205
qwen-3.0-80b,haiku-3.5,sharegpt,-79,0.055
deepseek-3.1,haiku-3.5,sharegpt,-96,0.09
kimi-k2,haiku-3.5,sharegpt,-100,0.415
gpt-4o-mini,sonnet-4.5,sharegpt,139,0.41
gpt-4.1-mini,sonnet-4.5,sharegpt,67,0.035
gpt-4o,sonnet-4.5,sharegpt,5,0.08
gpt-4.1,sonnet-4.5,sharegpt,34,0.65
haiku-3.5,sonnet-4.5,sharegpt,125,0.565
opus-4.1,sonnet-4.5,sharegpt,2,0.515
gemini-2.0-flash-lite,sonnet-4.5,sharegpt,89,0.115
gemini-2.0-flash,sonnet-4.5,sharegpt,83,0.4
ll-3.1-8b,sonnet-4.5,sharegpt,212,0.575
ll-3.1-70b,sonnet-4.5,sharegpt,160,0.72
ll-3.1-405b,sonnet-4.5,sharegpt,112,0.355
qwen-2.5-72b,sonnet-4.5,sharegpt,157,0.075
qwen-3.0-80b,sonnet-4.5,sharegpt,46,0.025
deepseek-3.1,sonnet-4.5,sharegpt,29,0.055
kimi-k2,sonnet-4.5,sharegpt,25,0.2
gpt-4o-mini,opus-4.1,sharegpt,137,0.38
gpt-4.1-mini,opus-4.1,sharegpt,65,0.03
gpt-4o,opus-4.1,sharegpt,3,0.07
gpt-4.1,opus-4.1,sharegpt,32,0.635
haiku-3.5,opus-4.1,sharegpt,123,0.615
sonnet-4.5,opus-4.1,sharegpt,-2,0.55
gemini-2.0-flash-lite,opus-4.1,sharegpt,87,0.1
gemini-2.0-flash,opus-4.1,sharegpt,81,0.42
ll-3.1-8b,opus-4.1,sharegpt,210,0.5199999999999999
ll-3.1-70b,opus-4.1,sharegpt,158,0.66
ll-3.1-405b,opus-4.1,sharegpt,110,0.32
qwen-2.5-72b,opus-4.1,sharegpt,155,0.095
qwen-3.0-80b,opus-4.1,sharegpt,44,0.025
deepseek-3.1,opus-4.1,sharegpt,27,0.055
kimi-k2,opus-4.1,sharegpt,23,0.225
gpt-4o-mini,gemini-2.0-flash-lite,sharegpt,50,0.205
gpt-4.1-mini,gemini-2.0-flash-lite,sharegpt,-22,0.02
gpt-4o,gemini-2.0-flash-lite,sharegpt,-84,0.1210273972602739
gpt-4.1,gemini-2.0-flash-lite,sharegpt,-55,0.695
haiku-3.5,gemini-2.0-flash-lite,sharegpt,36,0.605
sonnet-4.5,gemini-2.0-flash-lite,sharegpt,-89,0.785
opus-4.1,gemini-2.0-flash-lite,sharegpt,-87,0.88
gemini-2.0-flash,gemini-2.0-flash-lite,sharegpt,-6,0.325
ll-3.1-8b,gemini-2.0-flash-lite,sharegpt,123,0.55
ll-3.1-70b,gemini-2.0-flash-lite,sharegpt,71,0.66
ll-3.1-405b,gemini-2.0-flash-lite,sharegpt,23,0.295
qwen-2.5-72b,gemini-2.0-flash-lite,sharegpt,68,0.125
qwen-3.0-80b,gemini-2.0-flash-lite,sharegpt,-43,0.045
deepseek-3.1,gemini-2.0-flash-lite,sharegpt,-60,0.06
kimi-k2,gemini-2.0-flash-lite,sharegpt,-64,0.3
gpt-4o-mini,gemini-2.0-flash,sharegpt,56,0.325
gpt-4.1-mini,gemini-2.0-flash,sharegpt,-16,0.045
gpt-4o,gemini-2.0-flash,sharegpt,-78,0.0705479452054794
gpt-4.1,gemini-2.0-flash,sharegpt,-49,0.71
haiku-3.5,gemini-2.0-flash,sharegpt,42,0.625
sonnet-4.5,gemini-2.0-flash,sharegpt,-83,0.775
opus-4.1,gemini-2.0-flash,sharegpt,-81,0.885
gemini-2.0-flash-lite,gemini-2.0-flash,sharegpt,6,0.075
ll-3.1-8b,gemini-2.0-flash,sharegpt,129,0.58
ll-3.1-70b,gemini-2.0-flash,sharegpt,77,0.57
ll-3.1-405b,gemini-2.0-flash,sharegpt,29,0.305
qwen-2.5-72b,gemini-2.0-flash,sharegpt,74,0.135
qwen-3.0-80b,gemini-2.0-flash,sharegpt,-37,0.045
deepseek-3.1,gemini-2.0-flash,sharegpt,-54,0.08
kimi-k2,gemini-2.0-flash,sharegpt,-58,0.285
gpt-4o-mini,ll-3.1-8b,sharegpt,-73,0.67
gpt-4.1-mini,ll-3.1-8b,sharegpt,-145,0.475
gpt-4o,ll-3.1-8b,sharegpt,-207,0.396938775510204
gpt-4.1,ll-3.1-8b,sharegpt,-178,0.95
haiku-3.5,ll-3.1-8b,sharegpt,-87,0.805
sonnet-4.5,ll-3.1-8b,sharegpt,-212,0.92
opus-4.1,ll-3.1-8b,sharegpt,-210,0.98
gemini-2.0-flash-lite,ll-3.1-8b,sharegpt,-123,0.34
gemini-2.0-flash,ll-3.1-8b,sharegpt,-129,0.735
ll-3.1-70b,ll-3.1-8b,sharegpt,-52,0.79
ll-3.1-405b,ll-3.1-8b,sharegpt,-100,0.485
qwen-2.5-72b,ll-3.1-8b,sharegpt,-55,0.46
qwen-3.0-80b,ll-3.1-8b,sharegpt,-166,0.47
deepseek-3.1,ll-3.1-8b,sharegpt,-183,0.5
kimi-k2,ll-3.1-8b,sharegpt,-187,0.655
gpt-4o-mini,ll-3.1-70b,sharegpt,-21,0.425
gpt-4.1-mini,ll-3.1-70b,sharegpt,-93,0.17
gpt-4o,ll-3.1-70b,sharegpt,-155,0.2284958366908407
gpt-4.1,ll-3.1-70b,sharegpt,-126,0.895
haiku-3.5,ll-3.1-70b,sharegpt,-35,0.72
sonnet-4.5,ll-3.1-70b,sharegpt,-160,0.785
opus-4.1,ll-3.1-70b,sharegpt,-158,0.94
gemini-2.0-flash-lite,ll-3.1-70b,sharegpt,-71,0.225
gemini-2.0-flash,ll-3.1-70b,sharegpt,-77,0.58
ll-3.1-8b,ll-3.1-70b,sharegpt,52,0.55
ll-3.1-405b,ll-3.1-70b,sharegpt,-48,0.3
qwen-2.5-72b,ll-3.1-70b,sharegpt,-3,0.185
qwen-3.0-80b,ll-3.1-70b,sharegpt,-114,0.18
deepseek-3.1,ll-3.1-70b,sharegpt,-131,0.205
kimi-k2,ll-3.1-70b,sharegpt,-135,0.485
gpt-4o-mini,ll-3.1-405b,sharegpt,27,0.385
gpt-4.1-mini,ll-3.1-405b,sharegpt,-45,0.12
gpt-4o,ll-3.1-405b,sharegpt,-107,0.1714383561643835
gpt-4.1,ll-3.1-405b,sharegpt,-78,0.845
haiku-3.5,ll-3.1-405b,sharegpt,13,0.705
sonnet-4.5,ll-3.1-405b,sharegpt,-112,0.7178
opus-4.1,ll-3.1-405b,sharegpt,-110,0.9144
gemini-2.0-flash-lite,ll-3.1-405b,sharegpt,-23,0.285
gemini-2.0-flash,ll-3.1-405b,sharegpt,-29,0.6099999999999999
ll-3.1-8b,ll-3.1-405b,sharegpt,100,0.545
ll-3.1-70b,ll-3.1-405b,sharegpt,48,0.74
