evaluator,generator,dataset,distance,performance,n_samples
haiku-3.5,gpt-4o,wikisum,120,0.5102040816326531,98
sonnet-4.5,gpt-4o,wikisum,-5,1.0,98
opus-4.1,gpt-4o,wikisum,-3,0.9489795918367347,98
gemini-2.0-flash-lite,gpt-4o,wikisum,84,0.3469387755102041,98
gemini-2.0-flash,gpt-4o,wikisum,78,0.3775510204081632,98
ll-3.1-8b,gpt-4o,wikisum,207,0.3571428571428571,98
ll-3.1-70b,gpt-4o,wikisum,155,0.3469387755102041,98
ll-3.1-405b,gpt-4o,wikisum,107,0.5510204081632653,98
qwen-2.5-72b,gpt-4o,wikisum,152,0.5102040816326531,98
qwen-3.0-80b,gpt-4o,wikisum,41,1.0,98
deepseek-3.1,gpt-4o,wikisum,24,0.7857142857142857,98
kimi-k2,gpt-4o,wikisum,20,0.9693877551020408,98
gpt-4o-mini,gpt-4.1,wikisum,105,0.0204081632653061,98
gpt-4.1-mini,gpt-4.1,wikisum,33,0.4795918367346938,98
gpt-4o,gpt-4.1,wikisum,-29,0.2448979591836734,98
haiku-3.5,gpt-4.1,wikisum,91,0.0408163265306122,98
sonnet-4.5,gpt-4.1,wikisum,-34,0.6224489795918368,98
opus-4.1,gpt-4.1,wikisum,-32,0.5612244897959183,98
gemini-2.0-flash-lite,gpt-4.1,wikisum,55,0.0204081632653061,98
gemini-2.0-flash,gpt-4.1,wikisum,49,0.0408163265306122,98
ll-3.1-8b,gpt-4.1,wikisum,178,0.173469387755102,98
ll-3.1-70b,gpt-4.1,wikisum,126,0.0204081632653061,98
ll-3.1-405b,gpt-4.1,wikisum,78,0.0204081632653061,98
qwen-2.5-72b,gpt-4.1,wikisum,123,0.010204081632653,98
qwen-3.0-80b,gpt-4.1,wikisum,12,0.9183673469387756,98
deepseek-3.1,gpt-4.1,wikisum,-5,0.0816326530612244,98
kimi-k2,gpt-4.1,wikisum,-9,0.4591836734693877,98
gpt-4o-mini,haiku-3.5,wikisum,14,0.3571428571428571,98
gpt-4.1-mini,haiku-3.5,wikisum,-58,1.0,98
gpt-4o,haiku-3.5,wikisum,-120,0.4081632653061224,98
gpt-4.1,haiku-3.5,wikisum,-91,1.0,98
sonnet-4.5,haiku-3.5,wikisum,-125,1.0,98
opus-4.1,haiku-3.5,wikisum,-123,0.9387755102040816,98
gemini-2.0-flash-lite,haiku-3.5,wikisum,-36,0.5918367346938775,98
gemini-2.0-flash,haiku-3.5,wikisum,-42,0.6224489795918368,98
ll-3.1-8b,haiku-3.5,wikisum,87,0.3265306122448979,98
ll-3.1-70b,haiku-3.5,wikisum,35,0.3265306122448979,98
ll-3.1-405b,haiku-3.5,wikisum,-13,0.5816326530612245,98
qwen-2.5-72b,haiku-3.5,wikisum,32,0.5408163265306123,98
qwen-3.0-80b,haiku-3.5,wikisum,-79,1.0,98
deepseek-3.1,haiku-3.5,wikisum,-96,0.8163265306122449,98
kimi-k2,haiku-3.5,wikisum,-100,0.9591836734693876,98
gpt-4o-mini,sonnet-4.5,wikisum,139,0.0816326530612244,98
gpt-4.1-mini,sonnet-4.5,wikisum,67,0.4183673469387755,98
gpt-4o,sonnet-4.5,wikisum,5,0.1836734693877551,98
gpt-4.1,sonnet-4.5,wikisum,34,0.3673469387755102,98
haiku-3.5,sonnet-4.5,wikisum,125,0.1020408163265306,98
opus-4.1,sonnet-4.5,wikisum,2,0.5714285714285714,98
gemini-2.0-flash-lite,sonnet-4.5,wikisum,89,0.0510204081632653,98
gemini-2.0-flash,sonnet-4.5,wikisum,83,0.0510204081632653,98
ll-3.1-8b,sonnet-4.5,wikisum,212,0.1428571428571428,98
ll-3.1-70b,sonnet-4.5,wikisum,160,0.0408163265306122,98
ll-3.1-405b,sonnet-4.5,wikisum,112,0.0408163265306122,98
qwen-2.5-72b,sonnet-4.5,wikisum,157,0.0612244897959183,98
qwen-3.0-80b,sonnet-4.5,wikisum,46,0.8367346938775511,98
deepseek-3.1,sonnet-4.5,wikisum,29,0.0408163265306122,98
kimi-k2,sonnet-4.5,wikisum,25,0.4591836734693877,98
gpt-4o-mini,opus-4.1,wikisum,137,0.010204081632653,98
gpt-4.1-mini,opus-4.1,wikisum,65,0.5,98
gpt-4o,opus-4.1,wikisum,3,0.1224489795918367,98
gpt-4.1,opus-4.1,wikisum,32,0.3469387755102041,98
haiku-3.5,opus-4.1,wikisum,123,0.0204081632653061,98
sonnet-4.5,opus-4.1,wikisum,-2,0.5816326530612245,98
gemini-2.0-flash-lite,opus-4.1,wikisum,87,0.0204081632653061,98
gemini-2.0-flash,opus-4.1,wikisum,81,0.0306122448979591,98
ll-3.1-8b,opus-4.1,wikisum,210,0.1224489795918367,98
ll-3.1-70b,opus-4.1,wikisum,158,0.0204081632653061,98
ll-3.1-405b,opus-4.1,wikisum,110,0.0306122448979591,98
qwen-2.5-72b,opus-4.1,wikisum,155,0.010204081632653,98
qwen-3.0-80b,opus-4.1,wikisum,44,0.8673469387755102,98
deepseek-3.1,opus-4.1,wikisum,27,0.0510204081632653,98
kimi-k2,opus-4.1,wikisum,23,0.4591836734693877,98
gpt-4o-mini,gemini-2.0-flash-lite,wikisum,50,0.673469387755102,98
gpt-4.1-mini,gemini-2.0-flash-lite,wikisum,-22,1.0,98
gpt-4o,gemini-2.0-flash-lite,wikisum,-84,0.6530612244897959,98
gpt-4.1,gemini-2.0-flash-lite,wikisum,-55,0.9897959183673468,98
haiku-3.5,gemini-2.0-flash-lite,wikisum,36,0.6938775510204082,98
sonnet-4.5,gemini-2.0-flash-lite,wikisum,-89,1.0,98
opus-4.1,gemini-2.0-flash-lite,wikisum,-87,1.0,98
gemini-2.0-flash,gemini-2.0-flash-lite,wikisum,-6,0.5612244897959183,98
ll-3.1-8b,gemini-2.0-flash-lite,wikisum,123,0.4489795918367347,98
ll-3.1-70b,gemini-2.0-flash-lite,wikisum,71,0.5612244897959183,98
ll-3.1-405b,gemini-2.0-flash-lite,wikisum,23,0.6836734693877551,98
qwen-2.5-72b,gemini-2.0-flash-lite,wikisum,68,0.8979591836734694,98
qwen-3.0-80b,gemini-2.0-flash-lite,wikisum,-43,1.0,98
deepseek-3.1,gemini-2.0-flash-lite,wikisum,-60,0.8469387755102041,98
kimi-k2,gemini-2.0-flash-lite,wikisum,-64,0.9897959183673468,98
gpt-4o-mini,gemini-2.0-flash,wikisum,56,0.7040816326530612,98
gpt-4.1-mini,gemini-2.0-flash,wikisum,-16,0.9897959183673468,98
gpt-4o,gemini-2.0-flash,wikisum,-78,0.6020408163265306,98
gpt-4.1,gemini-2.0-flash,wikisum,-49,0.9897959183673468,98
haiku-3.5,gemini-2.0-flash,wikisum,42,0.7346938775510204,98
sonnet-4.5,gemini-2.0-flash,wikisum,-83,0.9897959183673468,98
opus-4.1,gemini-2.0-flash,wikisum,-81,1.0,98
gemini-2.0-flash-lite,gemini-2.0-flash,wikisum,6,0.4795918367346938,98
ll-3.1-8b,gemini-2.0-flash,wikisum,129,0.4387755102040816,98
ll-3.1-70b,gemini-2.0-flash,wikisum,77,0.3877551020408163,98
ll-3.1-405b,gemini-2.0-flash,wikisum,29,0.6224489795918368,98
qwen-2.5-72b,gemini-2.0-flash,wikisum,74,0.8367346938775511,98
qwen-3.0-80b,gemini-2.0-flash,wikisum,-37,1.0,98
deepseek-3.1,gemini-2.0-flash,wikisum,-54,0.7857142857142857,98
kimi-k2,gemini-2.0-flash,wikisum,-58,0.9489795918367347,98
gpt-4o-mini,ll-3.1-8b,wikisum,-73,0.7755102040816326,98
gpt-4.1-mini,ll-3.1-8b,wikisum,-145,1.0,98
gpt-4o,ll-3.1-8b,wikisum,-207,0.7755102040816326,98
gpt-4.1,ll-3.1-8b,wikisum,-178,1.0,98
haiku-3.5,ll-3.1-8b,wikisum,-87,0.9285714285714286,98
sonnet-4.5,ll-3.1-8b,wikisum,-212,1.0,98
opus-4.1,ll-3.1-8b,wikisum,-210,1.0,98
gemini-2.0-flash-lite,ll-3.1-8b,wikisum,-123,0.4489795918367347,98
gemini-2.0-flash,ll-3.1-8b,wikisum,-129,0.5918367346938775,98
ll-3.1-70b,ll-3.1-8b,wikisum,-52,0.5510204081632653,98
ll-3.1-405b,ll-3.1-8b,wikisum,-100,0.7346938775510204,98
qwen-2.5-72b,ll-3.1-8b,wikisum,-55,0.8163265306122449,98
qwen-3.0-80b,ll-3.1-8b,wikisum,-166,1.0,98
deepseek-3.1,ll-3.1-8b,wikisum,-183,0.9897959183673468,98
kimi-k2,ll-3.1-8b,wikisum,-187,1.0,98
gpt-4o-mini,ll-3.1-70b,wikisum,-21,0.6836734693877551,98
gpt-4.1-mini,ll-3.1-70b,wikisum,-93,0.9693877551020408,98
gpt-4o,ll-3.1-70b,wikisum,-155,0.6224489795918368,98
gpt-4.1,ll-3.1-70b,wikisum,-126,1.0,98
haiku-3.5,ll-3.1-70b,wikisum,-35,0.8673469387755102,98
sonnet-4.5,ll-3.1-70b,wikisum,-160,0.9897959183673468,98
opus-4.1,ll-3.1-70b,wikisum,-158,1.0,98
gemini-2.0-flash-lite,ll-3.1-70b,wikisum,-71,0.3571428571428571,98
gemini-2.0-flash,ll-3.1-70b,wikisum,-77,0.4897959183673469,98
ll-3.1-8b,ll-3.1-70b,wikisum,52,0.4183673469387755,98
ll-3.1-405b,ll-3.1-70b,wikisum,-48,0.7142857142857143,98
qwen-2.5-72b,ll-3.1-70b,wikisum,-3,0.826530612244898,98
qwen-3.0-80b,ll-3.1-70b,wikisum,-114,1.0,98
deepseek-3.1,ll-3.1-70b,wikisum,-131,0.9183673469387756,98
kimi-k2,ll-3.1-70b,wikisum,-135,0.9591836734693876,98
gpt-4o-mini,ll-3.1-405b,wikisum,27,0.5408163265306123,98
gpt-4.1-mini,ll-3.1-405b,wikisum,-45,1.0,98
gpt-4o,ll-3.1-405b,wikisum,-107,0.5612244897959183,98
gpt-4.1,ll-3.1-405b,wikisum,-78,0.979591836734694,98
haiku-3.5,ll-3.1-405b,wikisum,13,0.7857142857142857,98
sonnet-4.5,ll-3.1-405b,wikisum,-112,1.0,98
opus-4.1,ll-3.1-405b,wikisum,-110,1.0,98
gemini-2.0-flash-lite,ll-3.1-405b,wikisum,-23,0.3775510204081632,98
gemini-2.0-flash,ll-3.1-405b,wikisum,-29,0.3775510204081632,98
ll-3.1-8b,ll-3.1-405b,wikisum,100,0.3979591836734694,98
ll-3.1-70b,ll-3.1-405b,wikisum,48,0.3469387755102041,98
qwen-2.5-72b,ll-3.1-405b,wikisum,45,0.6632653061224489,98
qwen-3.0-80b,ll-3.1-405b,wikisum,-66,1.0,98
deepseek-3.1,ll-3.1-405b,wikisum,-83,0.8673469387755102,98
kimi-k2,ll-3.1-405b,wikisum,-87,0.9285714285714286,98
gpt-4o-mini,qwen-2.5-72b,wikisum,-18,0.3877551020408163,98
gpt-4.1-mini,qwen-2.5-72b,wikisum,-90,1.0,98
gpt-4o,qwen-2.5-72b,wikisum,-152,0.5102040816326531,98
gpt-4.1,qwen-2.5-72b,wikisum,-123,0.979591836734694,98
haiku-3.5,qwen-2.5-72b,wikisum,-32,0.5918367346938775,98
sonnet-4.5,qwen-2.5-72b,wikisum,-157,0.9897959183673468,98
opus-4.1,qwen-2.5-72b,wikisum,-155,0.9387755102040816,98
gemini-2.0-flash-lite,qwen-2.5-72b,wikisum,-68,0.4489795918367347,98
gemini-2.0-flash,qwen-2.5-72b,wikisum,-74,0.3877551020408163,98
ll-3.1-8b,qwen-2.5-72b,wikisum,55,0.3877551020408163,98
ll-3.1-70b,qwen-2.5-72b,wikisum,3,0.3571428571428571,98
ll-3.1-405b,qwen-2.5-72b,wikisum,-45,0.4387755102040816,98
qwen-3.0-80b,qwen-2.5-72b,wikisum,-111,1.0,98
deepseek-3.1,qwen-2.5-72b,wikisum,-128,0.7653061224489796,98
kimi-k2,qwen-2.5-72b,wikisum,-132,0.9387755102040816,98
gpt-4o-mini,qwen-3.0-80b,wikisum,93,0.0,98
gpt-4.1-mini,qwen-3.0-80b,wikisum,21,0.1632653061224489,98
gpt-4o,qwen-3.0-80b,wikisum,-41,0.1326530612244898,98
gpt-4.1,qwen-3.0-80b,wikisum,-12,0.2040816326530612,98
haiku-3.5,qwen-3.0-80b,wikisum,79,0.0204081632653061,98
sonnet-4.5,qwen-3.0-80b,wikisum,-46,0.3469387755102041,98
opus-4.1,qwen-3.0-80b,wikisum,-44,0.3673469387755102,98
gemini-2.0-flash-lite,qwen-3.0-80b,wikisum,43,0.010204081632653,98
gemini-2.0-flash,qwen-3.0-80b,wikisum,37,0.0306122448979591,98
ll-3.1-8b,qwen-3.0-80b,wikisum,166,0.0714285714285714,98
ll-3.1-70b,qwen-3.0-80b,wikisum,114,0.0204081632653061,98
ll-3.1-405b,qwen-3.0-80b,wikisum,66,0.0,98
qwen-2.5-72b,qwen-3.0-80b,wikisum,111,0.0204081632653061,98
deepseek-3.1,qwen-3.0-80b,wikisum,-17,0.0,98
kimi-k2,qwen-3.0-80b,wikisum,-21,0.1122448979591836,98
gpt-4o-mini,deepseek-3.1,wikisum,110,0.5306122448979592,98
gpt-4.1-mini,deepseek-3.1,wikisum,38,1.0,98
gpt-4o,deepseek-3.1,wikisum,-24,0.5,98
gpt-4.1,deepseek-3.1,wikisum,5,0.9591836734693876,98
haiku-3.5,deepseek-3.1,wikisum,96,0.6224489795918368,98
sonnet-4.5,deepseek-3.1,wikisum,-29,0.979591836734694,98
opus-4.1,deepseek-3.1,wikisum,-27,0.9591836734693876,98
gemini-2.0-flash-lite,deepseek-3.1,wikisum,60,0.3979591836734694,98
gemini-2.0-flash,deepseek-3.1,wikisum,54,0.3877551020408163,98
ll-3.1-8b,deepseek-3.1,wikisum,183,0.3673469387755102,98
ll-3.1-70b,deepseek-3.1,wikisum,131,0.4387755102040816,98
ll-3.1-405b,deepseek-3.1,wikisum,83,0.5612244897959183,98
qwen-2.5-72b,deepseek-3.1,wikisum,128,0.7244897959183674,98
qwen-3.0-80b,deepseek-3.1,wikisum,17,1.0,98
kimi-k2,deepseek-3.1,wikisum,-4,0.9285714285714286,98
gpt-4o-mini,kimi-k2,wikisum,114,0.2653061224489796,98
gpt-4.1-mini,kimi-k2,wikisum,42,0.8571428571428571,98
gpt-4o,kimi-k2,wikisum,-20,0.4183673469387755,98
gpt-4.1,kimi-k2,wikisum,9,0.6836734693877551,98
haiku-3.5,kimi-k2,wikisum,100,0.2448979591836734,98
sonnet-4.5,kimi-k2,wikisum,-25,0.7653061224489796,98
opus-4.1,kimi-k2,wikisum,-23,0.7346938775510204,98
gemini-2.0-flash-lite,kimi-k2,wikisum,64,0.2653061224489796,98
gemini-2.0-flash,kimi-k2,wikisum,58,0.2653061224489796,98
ll-3.1-8b,kimi-k2,wikisum,187,0.2040816326530612,98
ll-3.1-70b,kimi-k2,wikisum,135,0.2755102040816326,98
ll-3.1-405b,kimi-k2,wikisum,87,0.3163265306122449,98
qwen-2.5-72b,kimi-k2,wikisum,132,0.2653061224489796,98
qwen-3.0-80b,kimi-k2,wikisum,21,0.8979591836734694,98
deepseek-3.1,kimi-k2,wikisum,4,0.1122448979591836,98
gpt-4.1-mini,gpt-4o-mini,sharegpt,-72,0.61,200
gpt-4o,gpt-4o-mini,sharegpt,-134,0.51,200
gpt-4.1,gpt-4o-mini,sharegpt,-105,0.74,200
haiku-3.5,gpt-4o-mini,sharegpt,-14,0.32,200
sonnet-4.5,gpt-4o-mini,sharegpt,-139,0.915,200
opus-4.1,gpt-4o-mini,sharegpt,-137,0.97,200
gemini-2.0-flash-lite,gpt-4o-mini,sharegpt,-50,0.86,200
gemini-2.0-flash,gpt-4o-mini,sharegpt,-56,0.925,200
ll-3.1-8b,gpt-4o-mini,sharegpt,73,0.37,200
ll-3.1-70b,gpt-4o-mini,sharegpt,21,0.42,200
ll-3.1-405b,gpt-4o-mini,sharegpt,-27,0.3787671232876712,200
qwen-2.5-72b,gpt-4o-mini,sharegpt,18,0.6,200
qwen-3.0-80b,gpt-4o-mini,sharegpt,-93,0.985,200
deepseek-3.1,gpt-4o-mini,sharegpt,-110,0.935,200
kimi-k2,gpt-4o-mini,sharegpt,-114,0.96,200
gpt-4o-mini,gpt-4.1-mini,sharegpt,72,0.54,200
gpt-4o,gpt-4.1-mini,sharegpt,-62,0.505,200
gpt-4.1,gpt-4.1-mini,sharegpt,-33,0.71,200
haiku-3.5,gpt-4.1-mini,sharegpt,58,0.39,200
sonnet-4.5,gpt-4.1-mini,sharegpt,-67,0.845,200
opus-4.1,gpt-4.1-mini,sharegpt,-65,0.91,200
gemini-2.0-flash-lite,gpt-4.1-mini,sharegpt,22,0.8,200
gemini-2.0-flash,gpt-4.1-mini,sharegpt,16,0.89,200
ll-3.1-8b,gpt-4.1-mini,sharegpt,145,0.41,200
ll-3.1-70b,gpt-4.1-mini,sharegpt,93,0.455,200
ll-3.1-405b,gpt-4.1-mini,sharegpt,45,0.3768367346938776,200
qwen-2.5-72b,gpt-4.1-mini,sharegpt,90,0.565,200
qwen-3.0-80b,gpt-4.1-mini,sharegpt,-21,0.955,200
deepseek-3.1,gpt-4.1-mini,sharegpt,-38,0.88,200
kimi-k2,gpt-4.1-mini,sharegpt,-42,0.935,200
gpt-4o-mini,gpt-4o,sharegpt,134,0.605,200
gpt-4.1-mini,gpt-4o,sharegpt,62,0.705,200
gpt-4.1,gpt-4o,sharegpt,29,0.825,200
haiku-3.5,gpt-4o,sharegpt,120,0.41,200
sonnet-4.5,gpt-4o,sharegpt,-5,0.905,200
opus-4.1,gpt-4o,sharegpt,-3,0.965,200
gemini-2.0-flash-lite,gpt-4o,sharegpt,84,0.885,200
gemini-2.0-flash,gpt-4o,sharegpt,78,0.96,200
ll-3.1-8b,gpt-4o,sharegpt,207,0.42,200
ll-3.1-70b,gpt-4o,sharegpt,155,0.5,200
ll-3.1-405b,gpt-4o,sharegpt,107,0.4521768707482993,200
qwen-2.5-72b,gpt-4o,sharegpt,152,0.765,200
qwen-3.0-80b,gpt-4o,sharegpt,41,0.98,200
deepseek-3.1,gpt-4o,sharegpt,24,0.945,200
kimi-k2,gpt-4o,sharegpt,20,0.96,200
gpt-4o-mini,gpt-4.1,sharegpt,105,0.4,200
gpt-4.1-mini,gpt-4.1,sharegpt,33,0.255,200
gpt-4o,gpt-4.1,sharegpt,-29,0.455,200
haiku-3.5,gpt-4.1,sharegpt,91,0.245,200
sonnet-4.5,gpt-4.1,sharegpt,-34,0.755,200
opus-4.1,gpt-4.1,sharegpt,-32,0.8,200
gemini-2.0-flash-lite,gpt-4.1,sharegpt,55,0.725,200
gemini-2.0-flash,gpt-4.1,sharegpt,49,0.84,200
ll-3.1-8b,gpt-4.1,sharegpt,178,0.3049999999999999,200
ll-3.1-70b,gpt-4.1,sharegpt,126,0.375,200
ll-3.1-405b,gpt-4.1,sharegpt,78,0.2699999999999999,200
qwen-2.5-72b,gpt-4.1,sharegpt,123,0.405,200
qwen-3.0-80b,gpt-4.1,sharegpt,12,0.95,200
deepseek-3.1,gpt-4.1,sharegpt,-5,0.84,200
kimi-k2,gpt-4.1,sharegpt,-9,0.89,200
gpt-4o-mini,haiku-3.5,sharegpt,14,0.665,200
gpt-4.1-mini,haiku-3.5,sharegpt,-58,0.765,200
gpt-4o,haiku-3.5,sharegpt,-120,0.61,200
gpt-4.1,haiku-3.5,sharegpt,-91,0.825,200
sonnet-4.5,haiku-3.5,sharegpt,-125,0.935,200
opus-4.1,haiku-3.5,sharegpt,-123,0.99,200
gemini-2.0-flash-lite,haiku-3.5,sharegpt,-36,0.87,200
gemini-2.0-flash,haiku-3.5,sharegpt,-42,0.94,200
ll-3.1-8b,haiku-3.5,sharegpt,87,0.445,200
ll-3.1-70b,haiku-3.5,sharegpt,35,0.56,200
ll-3.1-405b,haiku-3.5,sharegpt,-13,0.565,200
qwen-2.5-72b,haiku-3.5,sharegpt,32,0.715,200
qwen-3.0-80b,haiku-3.5,sharegpt,-79,0.96,200
deepseek-3.1,haiku-3.5,sharegpt,-96,0.91,200
kimi-k2,haiku-3.5,sharegpt,-100,0.935,200
gpt-4o-mini,sonnet-4.5,sharegpt,139,0.315,200
gpt-4.1-mini,sonnet-4.5,sharegpt,67,0.28,200
gpt-4o,sonnet-4.5,sharegpt,5,0.39,200
gpt-4.1,sonnet-4.5,sharegpt,34,0.43,200
haiku-3.5,sonnet-4.5,sharegpt,125,0.135,200
opus-4.1,sonnet-4.5,sharegpt,2,0.55,200
gemini-2.0-flash-lite,sonnet-4.5,sharegpt,89,0.665,200
gemini-2.0-flash,sonnet-4.5,sharegpt,83,0.695,200
ll-3.1-8b,sonnet-4.5,sharegpt,212,0.295,200
ll-3.1-70b,sonnet-4.5,sharegpt,160,0.22,200
ll-3.1-405b,sonnet-4.5,sharegpt,112,0.195,200
qwen-2.5-72b,sonnet-4.5,sharegpt,157,0.275,200
qwen-3.0-80b,sonnet-4.5,sharegpt,46,0.84,200
deepseek-3.1,sonnet-4.5,sharegpt,29,0.71,200
kimi-k2,sonnet-4.5,sharegpt,25,0.845,200
gpt-4o-mini,opus-4.1,sharegpt,137,0.285,200
gpt-4.1-mini,opus-4.1,sharegpt,65,0.225,200
gpt-4o,opus-4.1,sharegpt,3,0.375,200
gpt-4.1,opus-4.1,sharegpt,32,0.375,200
haiku-3.5,opus-4.1,sharegpt,123,0.105,200
sonnet-4.5,opus-4.1,sharegpt,-2,0.43,200
gemini-2.0-flash-lite,opus-4.1,sharegpt,87,0.595,200
gemini-2.0-flash,opus-4.1,sharegpt,81,0.69,200
ll-3.1-8b,opus-4.1,sharegpt,210,0.27,200
ll-3.1-70b,opus-4.1,sharegpt,158,0.16,200
ll-3.1-405b,opus-4.1,sharegpt,110,0.105,200
qwen-2.5-72b,opus-4.1,sharegpt,155,0.205,200
qwen-3.0-80b,opus-4.1,sharegpt,44,0.84,200
deepseek-3.1,opus-4.1,sharegpt,27,0.675,200
kimi-k2,opus-4.1,sharegpt,23,0.8,200
gpt-4o-mini,gemini-2.0-flash-lite,sharegpt,50,0.245,200
gpt-4.1-mini,gemini-2.0-flash-lite,sharegpt,-22,0.2699999999999999,200
gpt-4o,gemini-2.0-flash-lite,sharegpt,-84,0.375,200
gpt-4.1,gemini-2.0-flash-lite,sharegpt,-55,0.455,200
haiku-3.5,gemini-2.0-flash-lite,sharegpt,36,0.14,200
sonnet-4.5,gemini-2.0-flash-lite,sharegpt,-89,0.685,200
opus-4.1,gemini-2.0-flash-lite,sharegpt,-87,0.595,200
gemini-2.0-flash,gemini-2.0-flash-lite,sharegpt,-6,0.66,200
ll-3.1-8b,gemini-2.0-flash-lite,sharegpt,123,0.255,200
ll-3.1-70b,gemini-2.0-flash-lite,sharegpt,71,0.16,200
ll-3.1-405b,gemini-2.0-flash-lite,sharegpt,23,0.15,200
qwen-2.5-72b,gemini-2.0-flash-lite,sharegpt,68,0.24,200
qwen-3.0-80b,gemini-2.0-flash-lite,sharegpt,-43,0.89,200
deepseek-3.1,gemini-2.0-flash-lite,sharegpt,-60,0.775,200
kimi-k2,gemini-2.0-flash-lite,sharegpt,-64,0.915,200
gpt-4o-mini,gemini-2.0-flash,sharegpt,56,0.2,200
gpt-4.1-mini,gemini-2.0-flash,sharegpt,-16,0.17,200
gpt-4o,gemini-2.0-flash,sharegpt,-78,0.2549999999999999,200
gpt-4.1,gemini-2.0-flash,sharegpt,-49,0.33,200
haiku-3.5,gemini-2.0-flash,sharegpt,42,0.1,200
sonnet-4.5,gemini-2.0-flash,sharegpt,-83,0.445,200
opus-4.1,gemini-2.0-flash,sharegpt,-81,0.41,200
gemini-2.0-flash-lite,gemini-2.0-flash,sharegpt,6,0.335,200
ll-3.1-8b,gemini-2.0-flash,sharegpt,129,0.22,200
ll-3.1-70b,gemini-2.0-flash,sharegpt,77,0.065,200
ll-3.1-405b,gemini-2.0-flash,sharegpt,29,0.07,200
qwen-2.5-72b,gemini-2.0-flash,sharegpt,74,0.16,200
qwen-3.0-80b,gemini-2.0-flash,sharegpt,-37,0.79,200
deepseek-3.1,gemini-2.0-flash,sharegpt,-54,0.67,200
kimi-k2,gemini-2.0-flash,sharegpt,-58,0.865,200
gpt-4o-mini,ll-3.1-8b,sharegpt,-73,0.84,200
gpt-4.1-mini,ll-3.1-8b,sharegpt,-145,0.875,200
gpt-4o,ll-3.1-8b,sharegpt,-207,0.795,200
gpt-4.1,ll-3.1-8b,sharegpt,-178,0.95,200
haiku-3.5,ll-3.1-8b,sharegpt,-87,0.705,200
sonnet-4.5,ll-3.1-8b,sharegpt,-212,0.975,200
opus-4.1,ll-3.1-8b,sharegpt,-210,0.985,200
gemini-2.0-flash-lite,ll-3.1-8b,sharegpt,-123,0.925,200
gemini-2.0-flash,ll-3.1-8b,sharegpt,-129,0.98,200
ll-3.1-70b,ll-3.1-8b,sharegpt,-52,0.67,200
ll-3.1-405b,ll-3.1-8b,sharegpt,-100,0.745,200
qwen-2.5-72b,ll-3.1-8b,sharegpt,-55,0.905,200
qwen-3.0-80b,ll-3.1-8b,sharegpt,-166,0.995,200
deepseek-3.1,ll-3.1-8b,sharegpt,-183,0.95,200
kimi-k2,ll-3.1-8b,sharegpt,-187,0.985,200
gpt-4o-mini,ll-3.1-70b,sharegpt,-21,0.74,200
