evaluator,generator,dataset,distance,performance
gpt-4.1-mini,haiku-3.5,sharegpt,-58,0.765
gpt-4o,haiku-3.5,sharegpt,-120,0.61
gpt-4.1,haiku-3.5,sharegpt,-91,0.825
sonnet-4.5,haiku-3.5,sharegpt,-125,0.935
opus-4.1,haiku-3.5,sharegpt,-123,0.99
gemini-2.0-flash-lite,haiku-3.5,sharegpt,-36,0.87
gemini-2.0-flash,haiku-3.5,sharegpt,-42,0.94
ll-3.1-8b,haiku-3.5,sharegpt,87,0.445
ll-3.1-70b,haiku-3.5,sharegpt,35,0.56
ll-3.1-405b,haiku-3.5,sharegpt,-13,0.565
qwen-2.5-72b,haiku-3.5,sharegpt,32,0.715
qwen-3.0-80b,haiku-3.5,sharegpt,-79,0.903846153846154
deepseek-3.1,haiku-3.5,sharegpt,-96,0.9423076923076924
kimi-k2,haiku-3.5,sharegpt,-100,0.935
gpt-4o-mini,sonnet-4.5,sharegpt,139,0.315
gpt-4.1-mini,sonnet-4.5,sharegpt,67,0.28
gpt-4o,sonnet-4.5,sharegpt,5,0.39
gpt-4.1,sonnet-4.5,sharegpt,34,0.43
haiku-3.5,sonnet-4.5,sharegpt,125,0.135
opus-4.1,sonnet-4.5,sharegpt,2,0.55
gemini-2.0-flash-lite,sonnet-4.5,sharegpt,89,0.665
gemini-2.0-flash,sonnet-4.5,sharegpt,83,0.695
ll-3.1-8b,sonnet-4.5,sharegpt,212,0.295
ll-3.1-70b,sonnet-4.5,sharegpt,160,0.22
ll-3.1-405b,sonnet-4.5,sharegpt,112,0.195
qwen-2.5-72b,sonnet-4.5,sharegpt,157,0.275
qwen-3.0-80b,sonnet-4.5,sharegpt,46,0.84
deepseek-3.1,sonnet-4.5,sharegpt,29,0.71
kimi-k2,sonnet-4.5,sharegpt,25,0.845
gpt-4o-mini,opus-4.1,sharegpt,137,0.285
gpt-4.1-mini,opus-4.1,sharegpt,65,0.225
gpt-4o,opus-4.1,sharegpt,3,0.375
gpt-4.1,opus-4.1,sharegpt,32,0.375
haiku-3.5,opus-4.1,sharegpt,123,0.105
sonnet-4.5,opus-4.1,sharegpt,-2,0.43
gemini-2.0-flash-lite,opus-4.1,sharegpt,87,0.595
gemini-2.0-flash,opus-4.1,sharegpt,81,0.69
ll-3.1-8b,opus-4.1,sharegpt,210,0.27
ll-3.1-70b,opus-4.1,sharegpt,158,0.16
ll-3.1-405b,opus-4.1,sharegpt,110,0.105
qwen-2.5-72b,opus-4.1,sharegpt,155,0.205
qwen-3.0-80b,opus-4.1,sharegpt,44,0.84
deepseek-3.1,opus-4.1,sharegpt,27,0.675
kimi-k2,opus-4.1,sharegpt,23,0.8
gpt-4o-mini,gemini-2.0-flash-lite,sharegpt,50,0.245
gpt-4.1-mini,gemini-2.0-flash-lite,sharegpt,-22,0.2699999999999999
gpt-4o,gemini-2.0-flash-lite,sharegpt,-84,0.375
gpt-4.1,gemini-2.0-flash-lite,sharegpt,-55,0.455
haiku-3.5,gemini-2.0-flash-lite,sharegpt,36,0.14
sonnet-4.5,gemini-2.0-flash-lite,sharegpt,-89,0.685
opus-4.1,gemini-2.0-flash-lite,sharegpt,-87,0.595
gemini-2.0-flash,gemini-2.0-flash-lite,sharegpt,-6,0.66
ll-3.1-8b,gemini-2.0-flash-lite,sharegpt,123,0.255
ll-3.1-70b,gemini-2.0-flash-lite,sharegpt,71,0.16
ll-3.1-405b,gemini-2.0-flash-lite,sharegpt,23,0.15
qwen-2.5-72b,gemini-2.0-flash-lite,sharegpt,68,0.24
qwen-3.0-80b,gemini-2.0-flash-lite,sharegpt,-43,0.89
deepseek-3.1,gemini-2.0-flash-lite,sharegpt,-60,0.775
kimi-k2,gemini-2.0-flash-lite,sharegpt,-64,0.915
gpt-4o-mini,gemini-2.0-flash,sharegpt,56,0.2
gpt-4.1-mini,gemini-2.0-flash,sharegpt,-16,0.17
gpt-4o,gemini-2.0-flash,sharegpt,-78,0.2549999999999999
gpt-4.1,gemini-2.0-flash,sharegpt,-49,0.33
haiku-3.5,gemini-2.0-flash,sharegpt,42,0.1
sonnet-4.5,gemini-2.0-flash,sharegpt,-83,0.4615384615384615
opus-4.1,gemini-2.0-flash,sharegpt,-81,0.41
gemini-2.0-flash-lite,gemini-2.0-flash,sharegpt,6,0.335
ll-3.1-8b,gemini-2.0-flash,sharegpt,129,0.22
ll-3.1-70b,gemini-2.0-flash,sharegpt,77,0.065
ll-3.1-405b,gemini-2.0-flash,sharegpt,29,0.07
qwen-2.5-72b,gemini-2.0-flash,sharegpt,74,0.16
qwen-3.0-80b,gemini-2.0-flash,sharegpt,-37,0.79
deepseek-3.1,gemini-2.0-flash,sharegpt,-54,0.67
kimi-k2,gemini-2.0-flash,sharegpt,-58,0.865
gpt-4o-mini,ll-3.1-8b,sharegpt,-73,0.84
gpt-4.1-mini,ll-3.1-8b,sharegpt,-145,0.875
gpt-4o,ll-3.1-8b,sharegpt,-207,0.795
gpt-4.1,ll-3.1-8b,sharegpt,-178,0.95
haiku-3.5,ll-3.1-8b,sharegpt,-87,0.705
sonnet-4.5,ll-3.1-8b,sharegpt,-212,0.975
opus-4.1,ll-3.1-8b,sharegpt,-210,0.985
gemini-2.0-flash-lite,ll-3.1-8b,sharegpt,-123,0.925
gemini-2.0-flash,ll-3.1-8b,sharegpt,-129,0.98
ll-3.1-70b,ll-3.1-8b,sharegpt,-52,0.67
ll-3.1-405b,ll-3.1-8b,sharegpt,-100,0.745
qwen-2.5-72b,ll-3.1-8b,sharegpt,-55,0.905
qwen-3.0-80b,ll-3.1-8b,sharegpt,-166,0.995
deepseek-3.1,ll-3.1-8b,sharegpt,-183,0.95
kimi-k2,ll-3.1-8b,sharegpt,-187,0.985
gpt-4o-mini,ll-3.1-70b,sharegpt,-21,0.74
gpt-4.1-mini,ll-3.1-70b,sharegpt,-93,0.74
gpt-4o,ll-3.1-70b,sharegpt,-155,0.61
gpt-4.1,ll-3.1-70b,sharegpt,-126,0.8653846153846154
haiku-3.5,ll-3.1-70b,sharegpt,-35,0.53
sonnet-4.5,ll-3.1-70b,sharegpt,-160,0.97
opus-4.1,ll-3.1-70b,sharegpt,-158,0.995
gemini-2.0-flash-lite,ll-3.1-70b,sharegpt,-71,0.9
gemini-2.0-flash,ll-3.1-70b,sharegpt,-77,0.96
ll-3.1-8b,ll-3.1-70b,sharegpt,52,0.46
ll-3.1-405b,ll-3.1-70b,sharegpt,-48,0.56
qwen-2.5-72b,ll-3.1-70b,sharegpt,-3,0.815
qwen-3.0-80b,ll-3.1-70b,sharegpt,-114,0.99
deepseek-3.1,ll-3.1-70b,sharegpt,-131,0.955
kimi-k2,ll-3.1-70b,sharegpt,-135,0.965
gpt-4o-mini,ll-3.1-405b,sharegpt,27,0.75
gpt-4.1-mini,ll-3.1-405b,sharegpt,-45,0.735
gpt-4o,ll-3.1-405b,sharegpt,-107,0.56
gpt-4.1,ll-3.1-405b,sharegpt,-78,0.83
haiku-3.5,ll-3.1-405b,sharegpt,13,0.545
sonnet-4.5,ll-3.1-405b,sharegpt,-112,0.95
opus-4.1,ll-3.1-405b,sharegpt,-110,0.975
gemini-2.0-flash-lite,ll-3.1-405b,sharegpt,-23,0.875
gemini-2.0-flash,ll-3.1-405b,sharegpt,-29,0.935
ll-3.1-8b,ll-3.1-405b,sharegpt,100,0.44
ll-3.1-70b,ll-3.1-405b,sharegpt,48,0.5
qwen-2.5-72b,ll-3.1-405b,sharegpt,45,0.775
qwen-3.0-80b,ll-3.1-405b,sharegpt,-66,0.975
deepseek-3.1,ll-3.1-405b,sharegpt,-83,0.95
kimi-k2,ll-3.1-405b,sharegpt,-87,0.96
gpt-4o-mini,qwen-2.5-72b,sharegpt,-18,0.455
gpt-4.1-mini,qwen-2.5-72b,sharegpt,-90,0.5099999999999999
gpt-4o,qwen-2.5-72b,sharegpt,-152,0.45
gpt-4.1,qwen-2.5-72b,sharegpt,-123,0.69
haiku-3.5,qwen-2.5-72b,sharegpt,-32,0.295
sonnet-4.5,qwen-2.5-72b,sharegpt,-157,0.885
opus-4.1,qwen-2.5-72b,sharegpt,-155,0.935
gemini-2.0-flash-lite,qwen-2.5-72b,sharegpt,-68,0.805
gemini-2.0-flash,qwen-2.5-72b,sharegpt,-74,0.905
ll-3.1-8b,qwen-2.5-72b,sharegpt,55,0.405
ll-3.1-70b,qwen-2.5-72b,sharegpt,3,0.39
ll-3.1-405b,qwen-2.5-72b,sharegpt,-45,0.285
qwen-3.0-80b,qwen-2.5-72b,sharegpt,-111,0.98
deepseek-3.1,qwen-2.5-72b,sharegpt,-128,0.915
kimi-k2,qwen-2.5-72b,sharegpt,-132,0.915
gpt-4o-mini,qwen-3.0-80b,sharegpt,93,0.09
gpt-4.1-mini,qwen-3.0-80b,sharegpt,21,0.065
gpt-4o,qwen-3.0-80b,sharegpt,-41,0.25
gpt-4.1,qwen-3.0-80b,sharegpt,-12,0.14
haiku-3.5,qwen-3.0-80b,sharegpt,79,0.075
sonnet-4.5,qwen-3.0-80b,sharegpt,-46,0.395
opus-4.1,qwen-3.0-80b,sharegpt,-44,0.415
gemini-2.0-flash-lite,qwen-3.0-80b,sharegpt,43,0.3099999999999999
gemini-2.0-flash,qwen-3.0-80b,sharegpt,37,0.415
ll-3.1-8b,qwen-3.0-80b,sharegpt,166,0.195
ll-3.1-70b,qwen-3.0-80b,sharegpt,114,0.085
ll-3.1-405b,qwen-3.0-80b,sharegpt,66,0.095
qwen-2.5-72b,qwen-3.0-80b,sharegpt,111,0.06
deepseek-3.1,qwen-3.0-80b,sharegpt,-17,0.32
kimi-k2,qwen-3.0-80b,sharegpt,-21,0.545
gpt-4o-mini,deepseek-3.1,sharegpt,110,0.18
gpt-4.1-mini,deepseek-3.1,sharegpt,38,0.175
gpt-4o,deepseek-3.1,sharegpt,-24,0.3
gpt-4.1,deepseek-3.1,sharegpt,5,0.275
haiku-3.5,deepseek-3.1,sharegpt,96,0.15
sonnet-4.5,deepseek-3.1,sharegpt,-29,0.37
opus-4.1,deepseek-3.1,sharegpt,-27,0.45
gemini-2.0-flash-lite,deepseek-3.1,sharegpt,60,0.43
gemini-2.0-flash,deepseek-3.1,sharegpt,54,0.57
ll-3.1-8b,deepseek-3.1,sharegpt,183,0.24
ll-3.1-70b,deepseek-3.1,sharegpt,131,0.13
ll-3.1-405b,deepseek-3.1,sharegpt,83,0.105
qwen-2.5-72b,deepseek-3.1,sharegpt,128,0.19
qwen-3.0-80b,deepseek-3.1,sharegpt,17,0.765
kimi-k2,deepseek-3.1,sharegpt,-4,0.82
gpt-4o-mini,kimi-k2,sharegpt,114,0.17
gpt-4.1-mini,kimi-k2,sharegpt,42,0.105
gpt-4o,kimi-k2,sharegpt,-20,0.41
gpt-4.1,kimi-k2,sharegpt,9,0.17
haiku-3.5,kimi-k2,sharegpt,100,0.14
sonnet-4.5,kimi-k2,sharegpt,-25,0.2649999999999999
opus-4.1,kimi-k2,sharegpt,-23,0.29
gemini-2.0-flash-lite,kimi-k2,sharegpt,64,0.415
gemini-2.0-flash,kimi-k2,sharegpt,58,0.42
ll-3.1-8b,kimi-k2,sharegpt,187,0.235
ll-3.1-70b,kimi-k2,sharegpt,135,0.18
ll-3.1-405b,kimi-k2,sharegpt,87,0.145
qwen-2.5-72b,kimi-k2,sharegpt,132,0.175
qwen-3.0-80b,kimi-k2,sharegpt,21,0.335
deepseek-3.1,kimi-k2,sharegpt,4,0.3
