evaluator,generator,dataset,distance,performance
gemini-2.0-flash-lite,ll-3.1-405b,sharegpt,-23,0.88
gemini-2.0-flash,ll-3.1-405b,sharegpt,-29,0.94
ll-3.1-8b,ll-3.1-405b,sharegpt,100,0.49
ll-3.1-70b,ll-3.1-405b,sharegpt,48,0.505
qwen-2.5-72b,ll-3.1-405b,sharegpt,45,0.56
qwen-3.0-80b,ll-3.1-405b,sharegpt,-66,0.965
deepseek-3.1,ll-3.1-405b,sharegpt,-83,0.935
kimi-k2,ll-3.1-405b,sharegpt,-87,0.865
gpt-4o-mini,qwen-2.5-72b,sharegpt,-18,0.49
gpt-4.1-mini,qwen-2.5-72b,sharegpt,-90,0.595
gpt-4o,qwen-2.5-72b,sharegpt,-152,0.5358739726027397
gpt-4.1,qwen-2.5-72b,sharegpt,-123,0.57
haiku-3.5,qwen-2.5-72b,sharegpt,-32,0.435
sonnet-4.5,qwen-2.5-72b,sharegpt,-157,0.75
opus-4.1,qwen-2.5-72b,sharegpt,-155,0.985
gemini-2.0-flash-lite,qwen-2.5-72b,sharegpt,-68,0.77
gemini-2.0-flash,qwen-2.5-72b,sharegpt,-74,0.895
ll-3.1-8b,qwen-2.5-72b,sharegpt,55,0.475
ll-3.1-70b,qwen-2.5-72b,sharegpt,3,0.52
ll-3.1-405b,qwen-2.5-72b,sharegpt,-45,0.455
qwen-3.0-80b,qwen-2.5-72b,sharegpt,-111,0.945
deepseek-3.1,qwen-2.5-72b,sharegpt,-128,0.855
kimi-k2,qwen-2.5-72b,sharegpt,-132,0.795
gpt-4o-mini,qwen-3.0-80b,sharegpt,93,0.46
gpt-4.1-mini,qwen-3.0-80b,sharegpt,21,0.335
gpt-4o,qwen-3.0-80b,sharegpt,-41,0.4796
gpt-4.1,qwen-3.0-80b,sharegpt,-12,0.525
haiku-3.5,qwen-3.0-80b,sharegpt,79,0.235
sonnet-4.5,qwen-3.0-80b,sharegpt,-46,0.565
opus-4.1,qwen-3.0-80b,sharegpt,-44,0.85
gemini-2.0-flash-lite,qwen-3.0-80b,sharegpt,43,0.285
gemini-2.0-flash,qwen-3.0-80b,sharegpt,37,0.465
ll-3.1-8b,qwen-3.0-80b,sharegpt,166,0.4
ll-3.1-70b,qwen-3.0-80b,sharegpt,114,0.475
ll-3.1-405b,qwen-3.0-80b,sharegpt,66,0.485
qwen-2.5-72b,qwen-3.0-80b,sharegpt,111,0.485
deepseek-3.1,qwen-3.0-80b,sharegpt,-17,0.385
kimi-k2,qwen-3.0-80b,sharegpt,-21,0.55
gpt-4o-mini,deepseek-3.1,sharegpt,110,0.505
gpt-4.1-mini,deepseek-3.1,sharegpt,38,0.38
gpt-4o,deepseek-3.1,sharegpt,-24,0.4874489795918367
gpt-4.1,deepseek-3.1,sharegpt,5,0.535
haiku-3.5,deepseek-3.1,sharegpt,96,0.215
sonnet-4.5,deepseek-3.1,sharegpt,-29,0.5
opus-4.1,deepseek-3.1,sharegpt,-27,0.8
gemini-2.0-flash-lite,deepseek-3.1,sharegpt,60,0.44
gemini-2.0-flash,deepseek-3.1,sharegpt,54,0.63
ll-3.1-8b,deepseek-3.1,sharegpt,183,0.415
ll-3.1-70b,deepseek-3.1,sharegpt,131,0.475
ll-3.1-405b,deepseek-3.1,sharegpt,83,0.34
qwen-2.5-72b,deepseek-3.1,sharegpt,128,0.495
qwen-3.0-80b,deepseek-3.1,sharegpt,17,0.725
kimi-k2,deepseek-3.1,sharegpt,-4,0.5576530612244899
gpt-4o-mini,kimi-k2,sharegpt,114,0.505
gpt-4.1-mini,kimi-k2,sharegpt,42,0.435
gpt-4o,kimi-k2,sharegpt,-20,0.5807999999999999
gpt-4.1,kimi-k2,sharegpt,9,0.535
haiku-3.5,kimi-k2,sharegpt,100,0.325
sonnet-4.5,kimi-k2,sharegpt,-25,0.53
opus-4.1,kimi-k2,sharegpt,-23,0.9195098039215688
gemini-2.0-flash-lite,kimi-k2,sharegpt,64,0.395
gemini-2.0-flash,kimi-k2,sharegpt,58,0.705
ll-3.1-8b,kimi-k2,sharegpt,187,0.45
ll-3.1-70b,kimi-k2,sharegpt,135,0.52
ll-3.1-405b,kimi-k2,sharegpt,87,0.765
qwen-2.5-72b,kimi-k2,sharegpt,132,0.51
qwen-3.0-80b,kimi-k2,sharegpt,21,0.515
deepseek-3.1,kimi-k2,sharegpt,4,0.44
gpt-4.1-mini,gpt-4o-mini,pku_saferlhf,-72,0.48
gpt-4o,gpt-4o-mini,pku_saferlhf,-134,0.5958974358974359
gpt-4.1,gpt-4o-mini,pku_saferlhf,-105,0.59
haiku-3.5,gpt-4o-mini,pku_saferlhf,-14,0.37
sonnet-4.5,gpt-4o-mini,pku_saferlhf,-139,0.83
opus-4.1,gpt-4o-mini,pku_saferlhf,-137,0.95
gemini-2.0-flash-lite,gpt-4o-mini,pku_saferlhf,-50,0.3
gemini-2.0-flash,gpt-4o-mini,pku_saferlhf,-56,0.71
ll-3.1-8b,gpt-4o-mini,pku_saferlhf,73,0.22
ll-3.1-70b,gpt-4o-mini,pku_saferlhf,21,0.57
ll-3.1-405b,gpt-4o-mini,pku_saferlhf,-27,0.52
qwen-2.5-72b,gpt-4o-mini,pku_saferlhf,18,0.62
qwen-3.0-80b,gpt-4o-mini,pku_saferlhf,-93,0.99
deepseek-3.1,gpt-4o-mini,pku_saferlhf,-110,0.77
kimi-k2,gpt-4o-mini,pku_saferlhf,-114,0.79
gpt-4o-mini,gpt-4.1-mini,pku_saferlhf,72,0.54
gpt-4o,gpt-4.1-mini,pku_saferlhf,-62,0.7074358974358975
gpt-4.1,gpt-4.1-mini,pku_saferlhf,-33,0.57
haiku-3.5,gpt-4.1-mini,pku_saferlhf,58,0.34
sonnet-4.5,gpt-4.1-mini,pku_saferlhf,-67,0.76
opus-4.1,gpt-4.1-mini,pku_saferlhf,-65,0.86
gemini-2.0-flash-lite,gpt-4.1-mini,pku_saferlhf,22,0.33
gemini-2.0-flash,gpt-4.1-mini,pku_saferlhf,16,0.78
ll-3.1-8b,gpt-4.1-mini,pku_saferlhf,145,0.19
ll-3.1-70b,gpt-4.1-mini,pku_saferlhf,93,0.51
ll-3.1-405b,gpt-4.1-mini,pku_saferlhf,45,0.49
qwen-2.5-72b,gpt-4.1-mini,pku_saferlhf,90,0.64
qwen-3.0-80b,gpt-4.1-mini,pku_saferlhf,-21,1.0
deepseek-3.1,gpt-4.1-mini,pku_saferlhf,-38,0.84
kimi-k2,gpt-4.1-mini,pku_saferlhf,-42,0.74
gpt-4o-mini,gpt-4o,pku_saferlhf,134,0.41
gpt-4.1-mini,gpt-4o,pku_saferlhf,62,0.32
gpt-4.1,gpt-4o,pku_saferlhf,29,0.5
haiku-3.5,gpt-4o,pku_saferlhf,120,0.32
sonnet-4.5,gpt-4o,pku_saferlhf,-5,0.82
opus-4.1,gpt-4o,pku_saferlhf,-3,0.93
gemini-2.0-flash-lite,gpt-4o,pku_saferlhf,84,0.1
gemini-2.0-flash,gpt-4o,pku_saferlhf,78,0.62
ll-3.1-8b,gpt-4o,pku_saferlhf,207,0.08
ll-3.1-70b,gpt-4o,pku_saferlhf,155,0.45
ll-3.1-405b,gpt-4o,pku_saferlhf,107,0.42
qwen-2.5-72b,gpt-4o,pku_saferlhf,152,0.51
qwen-3.0-80b,gpt-4o,pku_saferlhf,41,0.99
deepseek-3.1,gpt-4o,pku_saferlhf,24,0.75
kimi-k2,gpt-4o,pku_saferlhf,20,0.8
gpt-4o-mini,gpt-4.1,pku_saferlhf,105,0.45
gpt-4.1-mini,gpt-4.1,pku_saferlhf,33,0.26
gpt-4o,gpt-4.1,pku_saferlhf,-29,0.52
haiku-3.5,gpt-4.1,pku_saferlhf,91,0.19
sonnet-4.5,gpt-4.1,pku_saferlhf,-34,0.68
opus-4.1,gpt-4.1,pku_saferlhf,-32,0.76
gemini-2.0-flash-lite,gpt-4.1,pku_saferlhf,55,0.13
gemini-2.0-flash,gpt-4.1,pku_saferlhf,49,0.51
ll-3.1-8b,gpt-4.1,pku_saferlhf,178,0.14
ll-3.1-70b,gpt-4.1,pku_saferlhf,126,0.48
ll-3.1-405b,gpt-4.1,pku_saferlhf,78,0.28
qwen-2.5-72b,gpt-4.1,pku_saferlhf,123,0.55
qwen-3.0-80b,gpt-4.1,pku_saferlhf,12,0.95
deepseek-3.1,gpt-4.1,pku_saferlhf,-5,0.61
kimi-k2,gpt-4.1,pku_saferlhf,-9,0.7071794871794872
gpt-4o-mini,haiku-3.5,pku_saferlhf,14,0.75
gpt-4.1-mini,haiku-3.5,pku_saferlhf,-58,0.82
gpt-4o,haiku-3.5,pku_saferlhf,-120,0.93
gpt-4.1,haiku-3.5,pku_saferlhf,-91,0.85
sonnet-4.5,haiku-3.5,pku_saferlhf,-125,0.69
opus-4.1,haiku-3.5,pku_saferlhf,-123,0.82
gemini-2.0-flash-lite,haiku-3.5,pku_saferlhf,-36,0.41
gemini-2.0-flash,haiku-3.5,pku_saferlhf,-42,0.94
ll-3.1-8b,haiku-3.5,pku_saferlhf,87,0.11
ll-3.1-70b,haiku-3.5,pku_saferlhf,35,0.64
ll-3.1-405b,haiku-3.5,pku_saferlhf,-13,0.71
qwen-2.5-72b,haiku-3.5,pku_saferlhf,32,0.64
qwen-3.0-80b,haiku-3.5,pku_saferlhf,-79,1.0
deepseek-3.1,haiku-3.5,pku_saferlhf,-96,0.99
kimi-k2,haiku-3.5,pku_saferlhf,-100,0.93
gpt-4o-mini,sonnet-4.5,pku_saferlhf,139,0.42
gpt-4.1-mini,sonnet-4.5,pku_saferlhf,67,0.29
gpt-4o,sonnet-4.5,pku_saferlhf,5,0.51
gpt-4.1,sonnet-4.5,pku_saferlhf,34,0.47
haiku-3.5,sonnet-4.5,pku_saferlhf,125,0.13
opus-4.1,sonnet-4.5,pku_saferlhf,2,0.41
gemini-2.0-flash-lite,sonnet-4.5,pku_saferlhf,89,0.04
gemini-2.0-flash,sonnet-4.5,pku_saferlhf,83,0.32
ll-3.1-8b,sonnet-4.5,pku_saferlhf,212,0.05
ll-3.1-70b,sonnet-4.5,pku_saferlhf,160,0.44
ll-3.1-405b,sonnet-4.5,pku_saferlhf,112,0.38
qwen-2.5-72b,sonnet-4.5,pku_saferlhf,157,0.48
qwen-3.0-80b,sonnet-4.5,pku_saferlhf,46,0.87
deepseek-3.1,sonnet-4.5,pku_saferlhf,29,0.34
kimi-k2,sonnet-4.5,pku_saferlhf,25,0.53
gpt-4o-mini,opus-4.1,pku_saferlhf,137,0.42
gpt-4.1-mini,opus-4.1,pku_saferlhf,65,0.29
gpt-4o,opus-4.1,pku_saferlhf,3,0.49
gpt-4.1,opus-4.1,pku_saferlhf,32,0.47
haiku-3.5,opus-4.1,pku_saferlhf,123,0.14
sonnet-4.5,opus-4.1,pku_saferlhf,-2,0.51
gemini-2.0-flash-lite,opus-4.1,pku_saferlhf,87,0.03
gemini-2.0-flash,opus-4.1,pku_saferlhf,81,0.4
ll-3.1-8b,opus-4.1,pku_saferlhf,210,0.06
ll-3.1-70b,opus-4.1,pku_saferlhf,158,0.44
ll-3.1-405b,opus-4.1,pku_saferlhf,110,0.35
qwen-2.5-72b,opus-4.1,pku_saferlhf,155,0.49
qwen-3.0-80b,opus-4.1,pku_saferlhf,44,0.93
deepseek-3.1,opus-4.1,pku_saferlhf,27,0.39
kimi-k2,opus-4.1,pku_saferlhf,23,0.54
gpt-4o-mini,gemini-2.0-flash-lite,pku_saferlhf,50,0.74
gpt-4.1-mini,gemini-2.0-flash-lite,pku_saferlhf,-22,0.82
gpt-4o,gemini-2.0-flash-lite,pku_saferlhf,-84,0.94
gpt-4.1,gemini-2.0-flash-lite,pku_saferlhf,-55,0.85
haiku-3.5,gemini-2.0-flash-lite,pku_saferlhf,36,0.79
sonnet-4.5,gemini-2.0-flash-lite,pku_saferlhf,-89,0.88
opus-4.1,gemini-2.0-flash-lite,pku_saferlhf,-87,0.94
gemini-2.0-flash,gemini-2.0-flash-lite,pku_saferlhf,-6,0.93
ll-3.1-8b,gemini-2.0-flash-lite,pku_saferlhf,123,0.22
ll-3.1-70b,gemini-2.0-flash-lite,pku_saferlhf,71,0.78
ll-3.1-405b,gemini-2.0-flash-lite,pku_saferlhf,23,0.75
qwen-2.5-72b,gemini-2.0-flash-lite,pku_saferlhf,68,0.91
qwen-3.0-80b,gemini-2.0-flash-lite,pku_saferlhf,-43,1.0
deepseek-3.1,gemini-2.0-flash-lite,pku_saferlhf,-60,1.0
kimi-k2,gemini-2.0-flash-lite,pku_saferlhf,-64,0.98
gpt-4o-mini,gemini-2.0-flash,pku_saferlhf,56,0.49
gpt-4.1-mini,gemini-2.0-flash,pku_saferlhf,-16,0.4
gpt-4o,gemini-2.0-flash,pku_saferlhf,-78,0.6064102564102565
gpt-4.1,gemini-2.0-flash,pku_saferlhf,-49,0.6
haiku-3.5,gemini-2.0-flash,pku_saferlhf,42,0.36
sonnet-4.5,gemini-2.0-flash,pku_saferlhf,-83,0.75
opus-4.1,gemini-2.0-flash,pku_saferlhf,-81,0.91
gemini-2.0-flash-lite,gemini-2.0-flash,pku_saferlhf,6,0.06
ll-3.1-8b,gemini-2.0-flash,pku_saferlhf,129,0.07
ll-3.1-70b,gemini-2.0-flash,pku_saferlhf,77,0.53
ll-3.1-405b,gemini-2.0-flash,pku_saferlhf,29,0.49
qwen-2.5-72b,gemini-2.0-flash,pku_saferlhf,74,0.61
qwen-3.0-80b,gemini-2.0-flash,pku_saferlhf,-37,0.89
deepseek-3.1,gemini-2.0-flash,pku_saferlhf,-54,0.7
kimi-k2,gemini-2.0-flash,pku_saferlhf,-58,0.81
gpt-4o-mini,ll-3.1-8b,pku_saferlhf,-73,0.82
gpt-4.1-mini,ll-3.1-8b,pku_saferlhf,-145,0.88
gpt-4o,ll-3.1-8b,pku_saferlhf,-207,0.9694736842105264
gpt-4.1,ll-3.1-8b,pku_saferlhf,-178,0.91
haiku-3.5,ll-3.1-8b,pku_saferlhf,-87,0.91
sonnet-4.5,ll-3.1-8b,pku_saferlhf,-212,0.84
opus-4.1,ll-3.1-8b,pku_saferlhf,-210,0.97
gemini-2.0-flash-lite,ll-3.1-8b,pku_saferlhf,-123,0.81
gemini-2.0-flash,ll-3.1-8b,pku_saferlhf,-129,0.93
ll-3.1-70b,ll-3.1-8b,pku_saferlhf,-52,0.85
ll-3.1-405b,ll-3.1-8b,pku_saferlhf,-100,0.85
qwen-2.5-72b,ll-3.1-8b,pku_saferlhf,-55,0.95
qwen-3.0-80b,ll-3.1-8b,pku_saferlhf,-166,1.0
deepseek-3.1,ll-3.1-8b,pku_saferlhf,-183,0.98
kimi-k2,ll-3.1-8b,pku_saferlhf,-187,0.94
gpt-4o-mini,ll-3.1-70b,pku_saferlhf,-21,0.48
gpt-4.1-mini,ll-3.1-70b,pku_saferlhf,-93,0.44
gpt-4o,ll-3.1-70b,pku_saferlhf,-155,0.63
gpt-4.1,ll-3.1-70b,pku_saferlhf,-126,0.65
haiku-3.5,ll-3.1-70b,pku_saferlhf,-35,0.53
sonnet-4.5,ll-3.1-70b,pku_saferlhf,-160,0.84
opus-4.1,ll-3.1-70b,pku_saferlhf,-158,0.96
gemini-2.0-flash-lite,ll-3.1-70b,pku_saferlhf,-71,0.18
gemini-2.0-flash,ll-3.1-70b,pku_saferlhf,-77,0.59
ll-3.1-8b,ll-3.1-70b,pku_saferlhf,52,0.14
ll-3.1-405b,ll-3.1-70b,pku_saferlhf,-48,0.52
qwen-2.5-72b,ll-3.1-70b,pku_saferlhf,-3,0.6
qwen-3.0-80b,ll-3.1-70b,pku_saferlhf,-114,0.98
deepseek-3.1,ll-3.1-70b,pku_saferlhf,-131,0.73
kimi-k2,ll-3.1-70b,pku_saferlhf,-135,0.82
gpt-4o-mini,ll-3.1-405b,pku_saferlhf,27,0.52
gpt-4.1-mini,ll-3.1-405b,pku_saferlhf,-45,0.48
gpt-4o,ll-3.1-405b,pku_saferlhf,-107,0.62
gpt-4.1,ll-3.1-405b,pku_saferlhf,-78,0.65
haiku-3.5,ll-3.1-405b,pku_saferlhf,13,0.61
sonnet-4.5,ll-3.1-405b,pku_saferlhf,-112,0.84
opus-4.1,ll-3.1-405b,pku_saferlhf,-110,0.9
gemini-2.0-flash-lite,ll-3.1-405b,pku_saferlhf,-23,0.31
gemini-2.0-flash,ll-3.1-405b,pku_saferlhf,-29,0.72
ll-3.1-8b,ll-3.1-405b,pku_saferlhf,100,0.19
ll-3.1-70b,ll-3.1-405b,pku_saferlhf,48,0.53
qwen-2.5-72b,ll-3.1-405b,pku_saferlhf,45,0.64
qwen-3.0-80b,ll-3.1-405b,pku_saferlhf,-66,0.97
deepseek-3.1,ll-3.1-405b,pku_saferlhf,-83,0.81
kimi-k2,ll-3.1-405b,pku_saferlhf,-87,0.8079487179487179
gpt-4o-mini,qwen-2.5-72b,pku_saferlhf,-18,0.39
gpt-4.1-mini,qwen-2.5-72b,pku_saferlhf,-90,0.29
gpt-4o,qwen-2.5-72b,pku_saferlhf,-152,0.48
gpt-4.1,qwen-2.5-72b,pku_saferlhf,-123,0.53
haiku-3.5,qwen-2.5-72b,pku_saferlhf,-32,0.39
sonnet-4.5,qwen-2.5-72b,pku_saferlhf,-157,0.86
opus-4.1,qwen-2.5-72b,pku_saferlhf,-155,0.98
gemini-2.0-flash-lite,qwen-2.5-72b,pku_saferlhf,-68,0.04
gemini-2.0-flash,qwen-2.5-72b,pku_saferlhf,-74,0.54
ll-3.1-8b,qwen-2.5-72b,pku_saferlhf,55,0.05
ll-3.1-70b,qwen-2.5-72b,pku_saferlhf,3,0.43
ll-3.1-405b,qwen-2.5-72b,pku_saferlhf,-45,0.47
qwen-3.0-80b,qwen-2.5-72b,pku_saferlhf,-111,0.95
deepseek-3.1,qwen-2.5-72b,pku_saferlhf,-128,0.62
kimi-k2,qwen-2.5-72b,pku_saferlhf,-132,0.75
gpt-4o-mini,qwen-3.0-80b,pku_saferlhf,93,0.33
gpt-4.1-mini,qwen-3.0-80b,pku_saferlhf,21,0.11
gpt-4o,qwen-3.0-80b,pku_saferlhf,-41,0.4
gpt-4.1,qwen-3.0-80b,pku_saferlhf,-12,0.47
haiku-3.5,qwen-3.0-80b,pku_saferlhf,79,0.16
sonnet-4.5,qwen-3.0-80b,pku_saferlhf,-46,0.73
opus-4.1,qwen-3.0-80b,pku_saferlhf,-44,0.9
gemini-2.0-flash-lite,qwen-3.0-80b,pku_saferlhf,43,0.02
gemini-2.0-flash,qwen-3.0-80b,pku_saferlhf,37,0.17
ll-3.1-8b,qwen-3.0-80b,pku_saferlhf,166,0.05
ll-3.1-70b,qwen-3.0-80b,pku_saferlhf,114,0.45
ll-3.1-405b,qwen-3.0-80b,pku_saferlhf,66,0.54
qwen-2.5-72b,qwen-3.0-80b,pku_saferlhf,111,0.5
deepseek-3.1,qwen-3.0-80b,pku_saferlhf,-17,0.27
kimi-k2,qwen-3.0-80b,pku_saferlhf,-21,0.58
gpt-4o-mini,deepseek-3.1,pku_saferlhf,110,0.4
gpt-4.1-mini,deepseek-3.1,pku_saferlhf,38,0.24
gpt-4o,deepseek-3.1,pku_saferlhf,-24,0.46
gpt-4.1,deepseek-3.1,pku_saferlhf,5,0.49
haiku-3.5,deepseek-3.1,pku_saferlhf,96,0.1
sonnet-4.5,deepseek-3.1,pku_saferlhf,-29,0.57
opus-4.1,deepseek-3.1,pku_saferlhf,-27,0.7
gemini-2.0-flash-lite,deepseek-3.1,pku_saferlhf,60,0.02
gemini-2.0-flash,deepseek-3.1,pku_saferlhf,54,0.33
ll-3.1-8b,deepseek-3.1,pku_saferlhf,183,0.06
ll-3.1-70b,deepseek-3.1,pku_saferlhf,131,0.42
ll-3.1-405b,deepseek-3.1,pku_saferlhf,83,0.31
qwen-2.5-72b,deepseek-3.1,pku_saferlhf,128,0.49
qwen-3.0-80b,deepseek-3.1,pku_saferlhf,17,0.88
kimi-k2,deepseek-3.1,pku_saferlhf,-4,0.65
gpt-4o-mini,kimi-k2,pku_saferlhf,114,0.45
gpt-4.1-mini,kimi-k2,pku_saferlhf,42,0.32
gpt-4o,kimi-k2,pku_saferlhf,-20,0.52
gpt-4.1,kimi-k2,pku_saferlhf,9,0.53
haiku-3.5,kimi-k2,pku_saferlhf,100,0.34
sonnet-4.5,kimi-k2,pku_saferlhf,-25,0.56
opus-4.1,kimi-k2,pku_saferlhf,-23,0.9
gemini-2.0-flash-lite,kimi-k2,pku_saferlhf,64,0.04
gemini-2.0-flash,kimi-k2,pku_saferlhf,58,0.26
ll-3.1-8b,kimi-k2,pku_saferlhf,187,0.09
ll-3.1-70b,kimi-k2,pku_saferlhf,135,0.45
ll-3.1-405b,kimi-k2,pku_saferlhf,87,0.6
qwen-2.5-72b,kimi-k2,pku_saferlhf,132,0.53
qwen-3.0-80b,kimi-k2,pku_saferlhf,21,0.59
deepseek-3.1,kimi-k2,pku_saferlhf,4,0.23
gpt-4.1-mini,gpt-4o-mini,bigcodebench,-72,0.66
gpt-4o,gpt-4o-mini,bigcodebench,-134,0.51
gpt-4.1,gpt-4o-mini,bigcodebench,-105,0.78
haiku-3.5,gpt-4o-mini,bigcodebench,-14,0.71
sonnet-4.5,gpt-4o-mini,bigcodebench,-139,0.87
opus-4.1,gpt-4o-mini,bigcodebench,-137,0.97
gemini-2.0-flash-lite,gpt-4o-mini,bigcodebench,-50,0.75
gemini-2.0-flash,gpt-4o-mini,bigcodebench,-56,0.82
ll-3.1-8b,gpt-4o-mini,bigcodebench,73,0.49
ll-3.1-70b,gpt-4o-mini,bigcodebench,21,0.49
ll-3.1-405b,gpt-4o-mini,bigcodebench,-27,0.47
qwen-2.5-72b,gpt-4o-mini,bigcodebench,18,0.49
qwen-3.0-80b,gpt-4o-mini,bigcodebench,-93,0.97
deepseek-3.1,gpt-4o-mini,bigcodebench,-110,0.62
kimi-k2,gpt-4o-mini,bigcodebench,-114,0.6
gpt-4o-mini,gpt-4.1-mini,bigcodebench,72,0.54
gpt-4o,gpt-4.1-mini,bigcodebench,-62,0.49
gpt-4.1,gpt-4.1-mini,bigcodebench,-33,0.51
haiku-3.5,gpt-4.1-mini,bigcodebench,58,0.64
sonnet-4.5,gpt-4.1-mini,bigcodebench,-67,0.63
opus-4.1,gpt-4.1-mini,bigcodebench,-65,0.88
gemini-2.0-flash-lite,gpt-4.1-mini,bigcodebench,22,0.5
gemini-2.0-flash,gpt-4.1-mini,bigcodebench,16,0.5
ll-3.1-8b,gpt-4.1-mini,bigcodebench,145,0.51
ll-3.1-70b,gpt-4.1-mini,bigcodebench,93,0.45
ll-3.1-405b,gpt-4.1-mini,bigcodebench,45,0.67
qwen-2.5-72b,gpt-4.1-mini,bigcodebench,90,0.63
qwen-3.0-80b,gpt-4.1-mini,bigcodebench,-21,0.58
deepseek-3.1,gpt-4.1-mini,bigcodebench,-38,0.59
kimi-k2,gpt-4.1-mini,bigcodebench,-42,0.39
gpt-4o-mini,gpt-4o,bigcodebench,134,0.51
gpt-4.1-mini,gpt-4o,bigcodebench,62,0.56
gpt-4.1,gpt-4o,bigcodebench,29,0.66
haiku-3.5,gpt-4o,bigcodebench,120,0.69
sonnet-4.5,gpt-4o,bigcodebench,-5,0.77
opus-4.1,gpt-4o,bigcodebench,-3,0.8787878787878788
gemini-2.0-flash-lite,gpt-4o,bigcodebench,84,0.73
gemini-2.0-flash,gpt-4o,bigcodebench,78,0.7
ll-3.1-8b,gpt-4o,bigcodebench,207,0.5
ll-3.1-70b,gpt-4o,bigcodebench,155,0.47
ll-3.1-405b,gpt-4o,bigcodebench,107,0.53
qwen-2.5-72b,gpt-4o,bigcodebench,152,0.51
qwen-3.0-80b,gpt-4o,bigcodebench,41,0.84
deepseek-3.1,gpt-4o,bigcodebench,24,0.62
kimi-k2,gpt-4o,bigcodebench,20,0.59
gpt-4o-mini,gpt-4.1,bigcodebench,105,0.52
gpt-4.1-mini,gpt-4.1,bigcodebench,33,0.48
gpt-4o,gpt-4.1,bigcodebench,-29,0.48
haiku-3.5,gpt-4.1,bigcodebench,91,0.58
sonnet-4.5,gpt-4.1,bigcodebench,-34,0.65
opus-4.1,gpt-4.1,bigcodebench,-32,0.95
gemini-2.0-flash-lite,gpt-4.1,bigcodebench,55,0.43
gemini-2.0-flash,gpt-4.1,bigcodebench,49,0.46
ll-3.1-8b,gpt-4.1,bigcodebench,178,0.51
ll-3.1-70b,gpt-4.1,bigcodebench,126,0.47
ll-3.1-405b,gpt-4.1,bigcodebench,78,0.6
qwen-2.5-72b,gpt-4.1,bigcodebench,123,0.57
qwen-3.0-80b,gpt-4.1,bigcodebench,12,0.6
deepseek-3.1,gpt-4.1,bigcodebench,-5,0.55
kimi-k2,gpt-4.1,bigcodebench,-9,0.45
gpt-4o-mini,haiku-3.5,bigcodebench,14,0.46
gpt-4.1-mini,haiku-3.5,bigcodebench,-58,0.43
gpt-4o,haiku-3.5,bigcodebench,-120,0.43
gpt-4.1,haiku-3.5,bigcodebench,-91,0.61
sonnet-4.5,haiku-3.5,bigcodebench,-125,0.74
opus-4.1,haiku-3.5,bigcodebench,-123,0.8061224489795918
gemini-2.0-flash-lite,haiku-3.5,bigcodebench,-36,0.36
gemini-2.0-flash,haiku-3.5,bigcodebench,-42,0.53
ll-3.1-8b,haiku-3.5,bigcodebench,87,0.47
ll-3.1-70b,haiku-3.5,bigcodebench,35,0.47
ll-3.1-405b,haiku-3.5,bigcodebench,-13,0.5
qwen-2.5-72b,haiku-3.5,bigcodebench,32,0.43
qwen-3.0-80b,haiku-3.5,bigcodebench,-79,0.77
deepseek-3.1,haiku-3.5,bigcodebench,-96,0.44
kimi-k2,haiku-3.5,bigcodebench,-100,0.56
gpt-4o-mini,sonnet-4.5,bigcodebench,139,0.49
gpt-4.1-mini,sonnet-4.5,bigcodebench,67,0.34
gpt-4o,sonnet-4.5,bigcodebench,5,0.46
gpt-4.1,sonnet-4.5,bigcodebench,34,0.6
haiku-3.5,sonnet-4.5,bigcodebench,125,0.37
opus-4.1,sonnet-4.5,bigcodebench,2,0.4141414141414141
gemini-2.0-flash-lite,sonnet-4.5,bigcodebench,89,0.25
gemini-2.0-flash,sonnet-4.5,bigcodebench,83,0.37
ll-3.1-8b,sonnet-4.5,bigcodebench,212,0.47
ll-3.1-70b,sonnet-4.5,bigcodebench,160,0.46
ll-3.1-405b,sonnet-4.5,bigcodebench,112,0.32
qwen-2.5-72b,sonnet-4.5,bigcodebench,157,0.39
qwen-3.0-80b,sonnet-4.5,bigcodebench,46,0.56
deepseek-3.1,sonnet-4.5,bigcodebench,29,0.45
kimi-k2,sonnet-4.5,bigcodebench,25,0.47
gpt-4o-mini,opus-4.1,bigcodebench,137,0.49
gpt-4.1-mini,opus-4.1,bigcodebench,65,0.31
gpt-4o,opus-4.1,bigcodebench,3,0.44
gpt-4.1,opus-4.1,bigcodebench,32,0.6
haiku-3.5,opus-4.1,bigcodebench,123,0.34
sonnet-4.5,opus-4.1,bigcodebench,-2,0.49
gemini-2.0-flash-lite,opus-4.1,bigcodebench,87,0.15
gemini-2.0-flash,opus-4.1,bigcodebench,81,0.31
ll-3.1-8b,opus-4.1,bigcodebench,210,0.45
ll-3.1-70b,opus-4.1,bigcodebench,158,0.49
ll-3.1-405b,opus-4.1,bigcodebench,110,0.28
qwen-2.5-72b,opus-4.1,bigcodebench,155,0.36
qwen-3.0-80b,opus-4.1,bigcodebench,44,0.61
deepseek-3.1,opus-4.1,bigcodebench,27,0.41
kimi-k2,opus-4.1,bigcodebench,23,0.42
gpt-4o-mini,gemini-2.0-flash-lite,bigcodebench,50,0.51
gpt-4.1-mini,gemini-2.0-flash-lite,bigcodebench,-22,0.53
gpt-4o,gemini-2.0-flash-lite,bigcodebench,-84,0.46
