evaluator,generator,dataset,distance,performance,n_samples
gpt-oss-120b-thinking,sonnet-4.5,sharegpt,88,0.8398094449047224,200
opus-4.1-thinking,sonnet-4.5,sharegpt,1,0.475,200
gemini-2.5-pro-thinking,sonnet-4.5,sharegpt,-3,0.025,200
qwen-3.0-80b-thinking,sonnet-4.5,sharegpt,77,0.0541946824873654,200
deepseek-r1-thinking,sonnet-4.5,sharegpt,24,0.055,200
kimi-k2-thinking,sonnet-4.5,sharegpt,13,0.199020979020979,200
gpt-oss-120b-thinking,opus-4.1,sharegpt,86,0.8269444444444445,200
opus-4.1-thinking,opus-4.1,sharegpt,-1,0.42,200
gemini-2.5-pro-thinking,opus-4.1,sharegpt,-5,0.0,200
qwen-3.0-80b-thinking,opus-4.1,sharegpt,75,0.0640492359932088,200
deepseek-r1-thinking,opus-4.1,sharegpt,22,0.055,200
kimi-k2-thinking,opus-4.1,sharegpt,11,0.133720792664892,200
gpt-oss-120b-thinking,gemini-2.0-flash-lite,sharegpt,-1,0.8206293706293707,200
opus-4.1-thinking,gemini-2.0-flash-lite,sharegpt,-88,0.8944117647058824,200
gemini-2.5-pro-thinking,gemini-2.0-flash-lite,sharegpt,-92,0.04,200
qwen-3.0-80b-thinking,gemini-2.0-flash-lite,sharegpt,-12,0.0714285714285714,200
deepseek-r1-thinking,gemini-2.0-flash-lite,sharegpt,-65,0.085,200
kimi-k2-thinking,gemini-2.0-flash-lite,sharegpt,-76,0.2485368248772503,200
gpt-oss-120b-thinking,gemini-2.0-flash,sharegpt,5,0.784452614379085,200
opus-4.1-thinking,gemini-2.0-flash,sharegpt,-82,0.885,200
gemini-2.5-pro-thinking,gemini-2.0-flash,sharegpt,-86,0.02,200
qwen-3.0-80b-thinking,gemini-2.0-flash,sharegpt,-6,0.0542090928137439,200
deepseek-r1-thinking,gemini-2.0-flash,sharegpt,-59,0.075,200
kimi-k2-thinking,gemini-2.0-flash,sharegpt,-70,0.2120664087685364,200
gpt-oss-120b-thinking,ll-3.1-8b,sharegpt,-124,0.9687712878254748,200
opus-4.1-thinking,ll-3.1-8b,sharegpt,-211,0.98,200
gemini-2.5-pro-thinking,ll-3.1-8b,sharegpt,-215,0.665,200
qwen-3.0-80b-thinking,ll-3.1-8b,sharegpt,-135,0.8321212121212122,200
deepseek-r1-thinking,ll-3.1-8b,sharegpt,-188,0.59,200
kimi-k2-thinking,ll-3.1-8b,sharegpt,-199,0.85062114356232,200
gpt-oss-120b-thinking,ll-3.1-70b,sharegpt,-72,0.93584219858156,200
opus-4.1-thinking,ll-3.1-70b,sharegpt,-159,0.94,200
gemini-2.5-pro-thinking,ll-3.1-70b,sharegpt,-163,0.25,200
qwen-3.0-80b-thinking,ll-3.1-70b,sharegpt,-83,0.3836770186335403,200
deepseek-r1-thinking,ll-3.1-70b,sharegpt,-136,0.2692925170068027,200
kimi-k2-thinking,ll-3.1-70b,sharegpt,-147,0.5761736694677871,200
gpt-oss-120b-thinking,ll-3.1-405b,sharegpt,-24,0.91735,200
opus-4.1-thinking,ll-3.1-405b,sharegpt,-111,0.9094,200
gemini-2.5-pro-thinking,ll-3.1-405b,sharegpt,-115,0.195,200
qwen-3.0-80b-thinking,ll-3.1-405b,sharegpt,-35,0.2580350877192982,200
deepseek-r1-thinking,ll-3.1-405b,sharegpt,-88,0.1813698630136986,200
kimi-k2-thinking,ll-3.1-405b,sharegpt,-99,0.6081722199369257,200
gpt-oss-120b-thinking,qwen-2.5-72b,sharegpt,-69,0.8534931506849316,200
opus-4.1-thinking,qwen-2.5-72b,sharegpt,-156,0.96,200
gemini-2.5-pro-thinking,qwen-2.5-72b,sharegpt,-160,0.155,200
qwen-3.0-80b-thinking,qwen-2.5-72b,sharegpt,-80,0.2326666666666666,200
deepseek-r1-thinking,qwen-2.5-72b,sharegpt,-133,0.1507142857142857,200
kimi-k2-thinking,qwen-2.5-72b,sharegpt,-144,0.458,200
gpt-oss-120b-thinking,qwen-3.0-80b,sharegpt,42,0.6791142857142858,200
opus-4.1-thinking,qwen-3.0-80b,sharegpt,-45,0.97,200
gemini-2.5-pro-thinking,qwen-3.0-80b,sharegpt,-49,0.035,200
qwen-3.0-80b-thinking,qwen-3.0-80b,sharegpt,31,0.0350933333333333,200
deepseek-r1-thinking,qwen-3.0-80b,sharegpt,-22,0.05,200
kimi-k2-thinking,qwen-3.0-80b,sharegpt,-33,0.2785984848484848,200
gpt-oss-120b-thinking,deepseek-3.1,sharegpt,59,0.8316876712328767,200
opus-4.1-thinking,deepseek-3.1,sharegpt,-28,0.87,200
gemini-2.5-pro-thinking,deepseek-3.1,sharegpt,-32,0.04,200
qwen-3.0-80b-thinking,deepseek-3.1,sharegpt,48,0.0519658119658119,200
deepseek-r1-thinking,deepseek-3.1,sharegpt,-5,0.0652380952380952,200
kimi-k2-thinking,deepseek-3.1,sharegpt,-16,0.175103141859727,200
gpt-oss-120b-thinking,kimi-k2,sharegpt,63,0.9039278320023664,200
opus-4.1-thinking,kimi-k2,sharegpt,-24,0.9248039215686276,200
gemini-2.5-pro-thinking,kimi-k2,sharegpt,-28,0.015,200
qwen-3.0-80b-thinking,kimi-k2,sharegpt,52,0.0928179271708683,200
deepseek-r1-thinking,kimi-k2,sharegpt,-1,0.1056122448979591,200
kimi-k2-thinking,kimi-k2,sharegpt,-12,0.2903260869565217,200
opus-4.1-thinking,gpt-oss-120b-thinking,pku_saferlhf,-87,0.9885714285714288,100
gemini-2.5-pro-thinking,gpt-oss-120b-thinking,pku_saferlhf,-91,0.95,100
qwen-3.0-80b-thinking,gpt-oss-120b-thinking,pku_saferlhf,-11,0.7938310708898944,100
deepseek-r1-thinking,gpt-oss-120b-thinking,pku_saferlhf,-64,0.88,100
kimi-k2-thinking,gpt-oss-120b-thinking,pku_saferlhf,-75,0.9897435897435898,100
gpt-oss-120b-thinking,opus-4.1-thinking,pku_saferlhf,87,0.7959696538643908,100
gemini-2.5-pro-thinking,opus-4.1-thinking,pku_saferlhf,-4,0.0,100
qwen-3.0-80b-thinking,opus-4.1-thinking,pku_saferlhf,76,0.0405128205128205,100
deepseek-r1-thinking,opus-4.1-thinking,pku_saferlhf,23,0.0,100
kimi-k2-thinking,opus-4.1-thinking,pku_saferlhf,12,0.0521052631578947,100
gpt-oss-120b-thinking,gemini-2.5-pro-thinking,pku_saferlhf,91,0.8382661782661782,100
opus-4.1-thinking,gemini-2.5-pro-thinking,pku_saferlhf,4,0.96,100
qwen-3.0-80b-thinking,gemini-2.5-pro-thinking,pku_saferlhf,80,0.1412820512820513,100
deepseek-r1-thinking,gemini-2.5-pro-thinking,pku_saferlhf,27,0.04,100
kimi-k2-thinking,gemini-2.5-pro-thinking,pku_saferlhf,16,0.1028340080971659,100
gpt-oss-120b-thinking,qwen-3.0-80b-thinking,pku_saferlhf,11,0.5777327935222673,100
opus-4.1-thinking,qwen-3.0-80b-thinking,pku_saferlhf,-76,1.0,100
gemini-2.5-pro-thinking,qwen-3.0-80b-thinking,pku_saferlhf,-80,0.03,100
deepseek-r1-thinking,qwen-3.0-80b-thinking,pku_saferlhf,-53,0.0,100
kimi-k2-thinking,qwen-3.0-80b-thinking,pku_saferlhf,-64,0.2242105263157894,100
gpt-oss-120b-thinking,deepseek-r1-thinking,pku_saferlhf,64,0.6783625730994152,100
opus-4.1-thinking,deepseek-r1-thinking,pku_saferlhf,-23,0.88,100
gemini-2.5-pro-thinking,deepseek-r1-thinking,pku_saferlhf,-27,0.0,100
qwen-3.0-80b-thinking,deepseek-r1-thinking,pku_saferlhf,53,0.0,100
kimi-k2-thinking,deepseek-r1-thinking,pku_saferlhf,-11,0.102051282051282,100
gpt-oss-120b-thinking,kimi-k2-thinking,pku_saferlhf,75,0.7573684210526315,100
opus-4.1-thinking,kimi-k2-thinking,pku_saferlhf,-12,0.83,100
gemini-2.5-pro-thinking,kimi-k2-thinking,pku_saferlhf,-16,0.0,100
qwen-3.0-80b-thinking,kimi-k2-thinking,pku_saferlhf,64,0.0111111111111111,100
deepseek-r1-thinking,kimi-k2-thinking,pku_saferlhf,11,0.02,100
gpt-oss-120b-thinking,gpt-4o-mini,pku_saferlhf,-51,0.7039118065433854,100
opus-4.1-thinking,gpt-4o-mini,pku_saferlhf,-138,1.0,100
gemini-2.5-pro-thinking,gpt-4o-mini,pku_saferlhf,-142,0.2,100
qwen-3.0-80b-thinking,gpt-4o-mini,pku_saferlhf,-62,0.0737268847795163,100
deepseek-r1-thinking,gpt-4o-mini,pku_saferlhf,-115,0.15,100
kimi-k2-thinking,gpt-4o-mini,pku_saferlhf,-126,0.3241025641025641,100
gpt-oss-120b-thinking,gpt-4.1-mini,pku_saferlhf,21,0.6427067669172932,100
opus-4.1-thinking,gpt-4.1-mini,pku_saferlhf,-66,0.9588888888888888,100
gemini-2.5-pro-thinking,gpt-4.1-mini,pku_saferlhf,-70,0.13,100
qwen-3.0-80b-thinking,gpt-4.1-mini,pku_saferlhf,10,0.0612820512820512,100
deepseek-r1-thinking,gpt-4.1-mini,pku_saferlhf,-43,0.1,100
kimi-k2-thinking,gpt-4.1-mini,pku_saferlhf,-54,0.3023076923076923,100
gpt-oss-120b-thinking,gpt-4o,pku_saferlhf,83,0.7515789473684211,100
opus-4.1-thinking,gpt-4o,pku_saferlhf,-4,0.9894736842105264,100
gemini-2.5-pro-thinking,gpt-4o,pku_saferlhf,-8,0.03,100
qwen-3.0-80b-thinking,gpt-4o,pku_saferlhf,72,0.0111111111111111,100
deepseek-r1-thinking,gpt-4o,pku_saferlhf,19,0.01,100
kimi-k2-thinking,gpt-4o,pku_saferlhf,8,0.11,100
gpt-oss-120b-thinking,gpt-4.1,pku_saferlhf,54,0.6175791175791177,100
opus-4.1-thinking,gpt-4.1,pku_saferlhf,-33,0.9167567567567568,100
gemini-2.5-pro-thinking,gpt-4.1,pku_saferlhf,-37,0.08,100
qwen-3.0-80b-thinking,gpt-4.1,pku_saferlhf,43,0.0205263157894736,100
deepseek-r1-thinking,gpt-4.1,pku_saferlhf,-10,0.06,100
kimi-k2-thinking,gpt-4.1,pku_saferlhf,-21,0.21,100
gpt-oss-120b-thinking,haiku-3.5,pku_saferlhf,-37,0.4878378378378379,100
opus-4.1-thinking,haiku-3.5,pku_saferlhf,-124,0.6456140350877192,100
gemini-2.5-pro-thinking,haiku-3.5,pku_saferlhf,-128,0.49,100
qwen-3.0-80b-thinking,haiku-3.5,pku_saferlhf,-48,0.0,100
deepseek-r1-thinking,haiku-3.5,pku_saferlhf,-101,0.14,100
kimi-k2-thinking,haiku-3.5,pku_saferlhf,-112,0.6838461538461539,100
gpt-oss-120b-thinking,sonnet-4.5,pku_saferlhf,88,0.8234817813765183,100
opus-4.1-thinking,sonnet-4.5,pku_saferlhf,1,0.49,100
gemini-2.5-pro-thinking,sonnet-4.5,pku_saferlhf,-3,0.0,100
qwen-3.0-80b-thinking,sonnet-4.5,pku_saferlhf,77,0.03,100
deepseek-r1-thinking,sonnet-4.5,pku_saferlhf,24,0.0,100
kimi-k2-thinking,sonnet-4.5,pku_saferlhf,13,0.05,100
gpt-oss-120b-thinking,opus-4.1,pku_saferlhf,86,0.8402633402633403,100
opus-4.1-thinking,opus-4.1,pku_saferlhf,-1,0.44,100
gemini-2.5-pro-thinking,opus-4.1,pku_saferlhf,-5,0.0,100
qwen-3.0-80b-thinking,opus-4.1,pku_saferlhf,75,0.02,100
deepseek-r1-thinking,opus-4.1,pku_saferlhf,22,0.02,100
kimi-k2-thinking,opus-4.1,pku_saferlhf,11,0.05,100
gpt-oss-120b-thinking,gemini-2.0-flash-lite,pku_saferlhf,-1,0.5820135925399084,100
opus-4.1-thinking,gemini-2.0-flash-lite,pku_saferlhf,-88,0.99,100
gemini-2.5-pro-thinking,gemini-2.0-flash-lite,pku_saferlhf,-92,0.82,100
qwen-3.0-80b-thinking,gemini-2.0-flash-lite,pku_saferlhf,-12,0.0662958843159065,100
deepseek-r1-thinking,gemini-2.0-flash-lite,pku_saferlhf,-65,0.47,100
kimi-k2-thinking,gemini-2.0-flash-lite,pku_saferlhf,-76,0.9,100
gpt-oss-120b-thinking,gemini-2.0-flash,pku_saferlhf,5,0.71264377159114,100
opus-4.1-thinking,gemini-2.0-flash,pku_saferlhf,-82,0.94,100
gemini-2.5-pro-thinking,gemini-2.0-flash,pku_saferlhf,-86,0.22,100
qwen-3.0-80b-thinking,gemini-2.0-flash,pku_saferlhf,-6,0.0523616734143049,100
