evaluator,generator,dataset,distance,performance,n_samples
ll-3.1-405b,gpt-4.1-mini,wikisum,45,0.2040816326530612,98
qwen-2.5-72b,gpt-4.1-mini,wikisum,90,0.2346938775510204,98
qwen-3.0-80b,gpt-4.1-mini,wikisum,-21,0.9591836734693876,98
deepseek-3.1,gpt-4.1-mini,wikisum,-38,0.2755102040816326,98
kimi-k2,gpt-4.1-mini,wikisum,-42,0.4795918367346938,98
gpt-oss-120b-thinking,gpt-4o,wikisum,83,0.7633756205184776,98
opus-4.1-thinking,gpt-4o,wikisum,-4,0.7959183673469388,98
gemini-2.5-pro-thinking,gpt-4o,wikisum,-8,0.9897959183673468,98
qwen-3.0-80b-thinking,gpt-4o,wikisum,72,0.7250566893424036,98
deepseek-r1-thinking,gpt-4o,wikisum,19,0.8571428571428571,98
kimi-k2-thinking,gpt-4o,wikisum,8,0.7173631357304827,98
gpt-4o-mini,gpt-4o,wikisum,134,0.4795918367346938,98
gpt-4.1-mini,gpt-4o,wikisum,62,0.9183673469387756,98
gpt-4.1,gpt-4o,wikisum,29,0.5918367346938775,98
haiku-3.5,gpt-4o,wikisum,120,0.5306122448979592,98
sonnet-4.5,gpt-4o,wikisum,-5,0.9489795918367347,98
opus-4.1,gpt-4o,wikisum,-3,1.0,98
gemini-2.0-flash-lite,gpt-4o,wikisum,84,0.4183673469387755,98
gemini-2.0-flash,gpt-4o,wikisum,78,0.4081632653061224,98
ll-3.1-8b,gpt-4o,wikisum,207,0.4183673469387755,98
ll-3.1-70b,gpt-4o,wikisum,155,0.5,98
ll-3.1-405b,gpt-4o,wikisum,107,0.5714285714285714,98
qwen-2.5-72b,gpt-4o,wikisum,152,0.4897959183673469,98
qwen-3.0-80b,gpt-4o,wikisum,41,1.0,98
deepseek-3.1,gpt-4o,wikisum,24,0.8061224489795918,98
kimi-k2,gpt-4o,wikisum,20,0.6632653061224489,98
gpt-oss-120b-thinking,gpt-4.1,wikisum,54,0.5408163265306123,98
opus-4.1-thinking,gpt-4.1,wikisum,-33,0.5306122448979592,98
gemini-2.5-pro-thinking,gpt-4.1,wikisum,-37,0.7346938775510204,98
qwen-3.0-80b-thinking,gpt-4.1,wikisum,43,0.5413636719055439,98
deepseek-r1-thinking,gpt-4.1,wikisum,-10,0.4285714285714285,98
kimi-k2-thinking,gpt-4.1,wikisum,-21,0.38712715855573,98
gpt-4o-mini,gpt-4.1,wikisum,105,0.3877551020408163,98
gpt-4.1-mini,gpt-4.1,wikisum,33,0.5,98
gpt-4o,gpt-4.1,wikisum,-29,0.3571428571428571,98
haiku-3.5,gpt-4.1,wikisum,91,0.2857142857142857,98
sonnet-4.5,gpt-4.1,wikisum,-34,0.673469387755102,98
opus-4.1,gpt-4.1,wikisum,-32,0.9081632653061223,98
gemini-2.0-flash-lite,gpt-4.1,wikisum,55,0.0408163265306122,98
gemini-2.0-flash,gpt-4.1,wikisum,49,0.0612244897959183,98
ll-3.1-8b,gpt-4.1,wikisum,178,0.4081632653061224,98
ll-3.1-70b,gpt-4.1,wikisum,126,0.2857142857142857,98
ll-3.1-405b,gpt-4.1,wikisum,78,0.1938775510204081,98
qwen-2.5-72b,gpt-4.1,wikisum,123,0.2755102040816326,98
qwen-3.0-80b,gpt-4.1,wikisum,12,0.9591836734693876,98
deepseek-3.1,gpt-4.1,wikisum,-5,0.2448979591836734,98
kimi-k2,gpt-4.1,wikisum,-9,0.4693877551020408,98
gpt-oss-120b-thinking,haiku-3.5,wikisum,-37,0.8759944655828433,98
opus-4.1-thinking,haiku-3.5,wikisum,-124,0.7142857142857143,98
gemini-2.5-pro-thinking,haiku-3.5,wikisum,-128,1.0,98
qwen-3.0-80b-thinking,haiku-3.5,wikisum,-48,0.8261847111726046,98
deepseek-r1-thinking,haiku-3.5,wikisum,-101,0.9081632653061223,98
kimi-k2-thinking,haiku-3.5,wikisum,-112,0.6943387524501327,98
gpt-4o-mini,haiku-3.5,wikisum,14,0.4387755102040816,98
gpt-4.1-mini,haiku-3.5,wikisum,-58,0.9285714285714286,98
gpt-4o,haiku-3.5,wikisum,-120,0.4387755102040816,98
gpt-4.1,haiku-3.5,wikisum,-91,0.5408163265306123,98
sonnet-4.5,haiku-3.5,wikisum,-125,0.9591836734693876,98
opus-4.1,haiku-3.5,wikisum,-123,0.9693877551020408,98
gemini-2.0-flash-lite,haiku-3.5,wikisum,-36,0.7346938775510204,98
gemini-2.0-flash,haiku-3.5,wikisum,-42,0.6020408163265306,98
ll-3.1-8b,haiku-3.5,wikisum,87,0.4081632653061224,98
ll-3.1-70b,haiku-3.5,wikisum,35,0.7040816326530612,98
ll-3.1-405b,haiku-3.5,wikisum,-13,0.5306122448979592,98
qwen-2.5-72b,haiku-3.5,wikisum,32,0.4387755102040816,98
qwen-3.0-80b,haiku-3.5,wikisum,-79,1.0,98
deepseek-3.1,haiku-3.5,wikisum,-96,0.7244897959183674,98
kimi-k2,haiku-3.5,wikisum,-100,0.7448979591836735,98
gpt-oss-120b-thinking,sonnet-4.5,wikisum,88,0.7346938775510204,98
opus-4.1-thinking,sonnet-4.5,wikisum,1,0.5408163265306123,98
gemini-2.5-pro-thinking,sonnet-4.5,wikisum,-3,0.5408163265306123,98
qwen-3.0-80b-thinking,sonnet-4.5,wikisum,77,0.3977204917054541,98
deepseek-r1-thinking,sonnet-4.5,wikisum,24,0.2448979591836734,98
kimi-k2-thinking,sonnet-4.5,wikisum,13,0.4568666564370108,98
gpt-4o-mini,sonnet-4.5,wikisum,139,0.3877551020408163,98
gpt-4.1-mini,sonnet-4.5,wikisum,67,0.5,98
gpt-4o,sonnet-4.5,wikisum,5,0.3265306122448979,98
gpt-4.1,sonnet-4.5,wikisum,34,0.4897959183673469,98
haiku-3.5,sonnet-4.5,wikisum,125,0.3673469387755102,98
opus-4.1,sonnet-4.5,wikisum,2,0.5,98
gemini-2.0-flash-lite,sonnet-4.5,wikisum,89,0.010204081632653,98
gemini-2.0-flash,sonnet-4.5,wikisum,83,0.0306122448979591,98
ll-3.1-8b,sonnet-4.5,wikisum,212,0.3571428571428571,98
ll-3.1-70b,sonnet-4.5,wikisum,160,0.1836734693877551,98
ll-3.1-405b,sonnet-4.5,wikisum,112,0.1122448979591836,98
qwen-2.5-72b,sonnet-4.5,wikisum,157,0.336734693877551,98
qwen-3.0-80b,sonnet-4.5,wikisum,46,0.9387755102040816,98
deepseek-3.1,sonnet-4.5,wikisum,29,0.1632653061224489,98
kimi-k2,sonnet-4.5,wikisum,25,0.4795918367346938,98
gpt-oss-120b-thinking,opus-4.1,wikisum,86,0.6492563126945694,98
opus-4.1-thinking,opus-4.1,wikisum,-1,0.5408163265306123,98
gemini-2.5-pro-thinking,opus-4.1,wikisum,-5,0.5306122448979592,98
qwen-3.0-80b-thinking,opus-4.1,wikisum,75,0.6380759200231816,98
deepseek-r1-thinking,opus-4.1,wikisum,22,0.2040816326530612,98
kimi-k2-thinking,opus-4.1,wikisum,11,0.5102040816326531,98
gpt-4o-mini,opus-4.1,wikisum,137,0.2346938775510204,98
gpt-4.1-mini,opus-4.1,wikisum,65,0.5510204081632653,98
gpt-4o,opus-4.1,wikisum,3,0.2857142857142857,98
gpt-4.1,opus-4.1,wikisum,32,0.4897959183673469,98
haiku-3.5,opus-4.1,wikisum,123,0.2448979591836734,98
sonnet-4.5,opus-4.1,wikisum,-2,0.4897959183673469,98
gemini-2.0-flash-lite,opus-4.1,wikisum,87,0.0,98
gemini-2.0-flash,opus-4.1,wikisum,81,0.0306122448979591,98
ll-3.1-8b,opus-4.1,wikisum,210,0.3877551020408163,98
ll-3.1-70b,opus-4.1,wikisum,158,0.2142857142857142,98
ll-3.1-405b,opus-4.1,wikisum,110,0.0816326530612244,98
qwen-2.5-72b,opus-4.1,wikisum,155,0.3265306122448979,98
qwen-3.0-80b,opus-4.1,wikisum,44,0.9489795918367347,98
deepseek-3.1,opus-4.1,wikisum,27,0.1428571428571428,98
kimi-k2,opus-4.1,wikisum,23,0.4591836734693877,98
gpt-oss-120b-thinking,gemini-2.0-flash-lite,wikisum,-1,0.9081632653061223,98
opus-4.1-thinking,gemini-2.0-flash-lite,wikisum,-88,0.8877551020408163,98
gemini-2.5-pro-thinking,gemini-2.0-flash-lite,wikisum,-92,0.9693877551020408,98
qwen-3.0-80b-thinking,gemini-2.0-flash-lite,wikisum,-12,0.8546607832322118,98
deepseek-r1-thinking,gemini-2.0-flash-lite,wikisum,-65,0.9081632653061223,98
kimi-k2-thinking,gemini-2.0-flash-lite,wikisum,-76,0.8240524781341109,98
gpt-4o-mini,gemini-2.0-flash-lite,wikisum,50,0.5510204081632653,98
gpt-4.1-mini,gemini-2.0-flash-lite,wikisum,-22,0.9693877551020408,98
gpt-4o,gemini-2.0-flash-lite,wikisum,-84,0.5306122448979592,98
gpt-4.1,gemini-2.0-flash-lite,wikisum,-55,0.6122448979591837,98
haiku-3.5,gemini-2.0-flash-lite,wikisum,36,0.6938775510204082,98
sonnet-4.5,gemini-2.0-flash-lite,wikisum,-89,0.9591836734693876,98
opus-4.1,gemini-2.0-flash-lite,wikisum,-87,1.0,98
gemini-2.0-flash,gemini-2.0-flash-lite,wikisum,-6,0.5510204081632653,98
ll-3.1-8b,gemini-2.0-flash-lite,wikisum,123,0.4387755102040816,98
ll-3.1-70b,gemini-2.0-flash-lite,wikisum,71,0.5714285714285714,98
ll-3.1-405b,gemini-2.0-flash-lite,wikisum,23,0.6530612244897959,98
qwen-2.5-72b,gemini-2.0-flash-lite,wikisum,68,0.8061224489795918,98
qwen-3.0-80b,gemini-2.0-flash-lite,wikisum,-43,1.0,98
deepseek-3.1,gemini-2.0-flash-lite,wikisum,-60,0.8061224489795918,98
kimi-k2,gemini-2.0-flash-lite,wikisum,-64,0.8061224489795918,98
gpt-oss-120b-thinking,gemini-2.0-flash,wikisum,5,0.8867173988239364,98
opus-4.1-thinking,gemini-2.0-flash,wikisum,-82,0.7551020408163265,98
gemini-2.5-pro-thinking,gemini-2.0-flash,wikisum,-86,0.8775510204081632,98
qwen-3.0-80b-thinking,gemini-2.0-flash,wikisum,-6,0.7448979591836735,98
deepseek-r1-thinking,gemini-2.0-flash,wikisum,-59,0.7142857142857143,98
kimi-k2-thinking,gemini-2.0-flash,wikisum,-70,0.7521218011013929,98
gpt-4o-mini,gemini-2.0-flash,wikisum,56,0.5918367346938775,98
gpt-4.1-mini,gemini-2.0-flash,wikisum,-16,0.9693877551020408,98
gpt-4o,gemini-2.0-flash,wikisum,-78,0.5204081632653061,98
gpt-4.1,gemini-2.0-flash,wikisum,-49,0.6326530612244898,98
haiku-3.5,gemini-2.0-flash,wikisum,42,0.6428571428571429,98
sonnet-4.5,gemini-2.0-flash,wikisum,-83,0.9081632653061223,98
opus-4.1,gemini-2.0-flash,wikisum,-81,1.0,98
gemini-2.0-flash-lite,gemini-2.0-flash,wikisum,6,0.4693877551020408,98
ll-3.1-8b,gemini-2.0-flash,wikisum,129,0.4387755102040816,98
ll-3.1-70b,gemini-2.0-flash,wikisum,77,0.5714285714285714,98
ll-3.1-405b,gemini-2.0-flash,wikisum,29,0.5612244897959183,98
qwen-2.5-72b,gemini-2.0-flash,wikisum,74,0.7244897959183674,98
qwen-3.0-80b,gemini-2.0-flash,wikisum,-37,1.0,98
deepseek-3.1,gemini-2.0-flash,wikisum,-54,0.6836734693877551,98
kimi-k2,gemini-2.0-flash,wikisum,-58,0.7244897959183674,98
gpt-oss-120b-thinking,ll-3.1-8b,wikisum,-124,0.9489795918367347,98
opus-4.1-thinking,ll-3.1-8b,wikisum,-211,0.979591836734694,98
gemini-2.5-pro-thinking,ll-3.1-8b,wikisum,-215,0.9897959183673468,98
qwen-3.0-80b-thinking,ll-3.1-8b,wikisum,-135,0.8848242916039526,98
deepseek-r1-thinking,ll-3.1-8b,wikisum,-188,0.9270522684566268,98
kimi-k2-thinking,ll-3.1-8b,wikisum,-199,0.9127290555861984,98
gpt-4o-mini,ll-3.1-8b,wikisum,-73,0.6326530612244898,98
gpt-4.1-mini,ll-3.1-8b,wikisum,-145,0.9591836734693876,98
gpt-4o,ll-3.1-8b,wikisum,-207,0.7551020408163265,98
gpt-4.1,ll-3.1-8b,wikisum,-178,0.9285714285714286,98
haiku-3.5,ll-3.1-8b,wikisum,-87,0.8979591836734694,98
sonnet-4.5,ll-3.1-8b,wikisum,-212,0.9794188861985472,98
opus-4.1,ll-3.1-8b,wikisum,-210,1.0,98
gemini-2.0-flash-lite,ll-3.1-8b,wikisum,-123,0.5,98
gemini-2.0-flash,ll-3.1-8b,wikisum,-129,0.5714285714285714,98
ll-3.1-70b,ll-3.1-8b,wikisum,-52,0.5918367346938775,98
ll-3.1-405b,ll-3.1-8b,wikisum,-100,0.7346938775510204,98
qwen-2.5-72b,ll-3.1-8b,wikisum,-55,0.7857142857142857,98
qwen-3.0-80b,ll-3.1-8b,wikisum,-166,1.0,98
deepseek-3.1,ll-3.1-8b,wikisum,-183,0.9387755102040816,98
kimi-k2,ll-3.1-8b,wikisum,-187,0.8673469387755102,98
gpt-oss-120b-thinking,ll-3.1-70b,wikisum,-72,0.9285714285714286,98
opus-4.1-thinking,ll-3.1-70b,wikisum,-159,0.9387755102040816,98
gemini-2.5-pro-thinking,ll-3.1-70b,wikisum,-163,0.9693877551020408,98
qwen-3.0-80b-thinking,ll-3.1-70b,wikisum,-83,0.8013966924378546,98
deepseek-r1-thinking,ll-3.1-70b,wikisum,-136,0.7857142857142857,98
kimi-k2-thinking,ll-3.1-70b,wikisum,-147,0.9214929214929216,98
gpt-4o-mini,ll-3.1-70b,wikisum,-21,0.5408163265306123,98
gpt-4.1-mini,ll-3.1-70b,wikisum,-93,0.9285714285714286,98
gpt-4o,ll-3.1-70b,wikisum,-155,0.5918367346938775,98
gpt-4.1,ll-3.1-70b,wikisum,-126,0.7755102040816326,98
haiku-3.5,ll-3.1-70b,wikisum,-35,0.7244897959183674,98
sonnet-4.5,ll-3.1-70b,wikisum,-160,0.9489795918367347,98
opus-4.1,ll-3.1-70b,wikisum,-158,1.0,98
gemini-2.0-flash-lite,ll-3.1-70b,wikisum,-71,0.3571428571428571,98
gemini-2.0-flash,ll-3.1-70b,wikisum,-77,0.4489795918367347,98
ll-3.1-8b,ll-3.1-70b,wikisum,52,0.4183673469387755,98
ll-3.1-405b,ll-3.1-70b,wikisum,-48,0.6224489795918368,98
qwen-2.5-72b,ll-3.1-70b,wikisum,-3,0.7040816326530612,98
